pp,ap,mp,kp1,kp2
1,18,189,0,0
1,18,186,0,0
3,19,189,0,0
3,19,186,0,0
3,12,57,26,0
3,18,57,26,0
3,18,54,9,0
1,19,57,26,0
1,19,54,9,0
1,12,189,24,0
1,12,186,24,0
1,12,57,24,0
1,12,54,9,0
1,18,189,0,0
1,18,8,0,0
1,18,189,24,0
1,18,186,24,0
1,18,57,24,0
1,18,54,9,0
2,19,189,0,0
2,19,8,0,0
2,19,189,24,0
2,19,186,24,0
2,19,57,24,0
2,19,54,9,0
2,12,189,24,0
2,12,186,24,0
2,12,57,24,0
2,12,189,27,0
2,12,186,27,0
2,12,54,27,0
2,18,8,0,0
2,18,189,24,0
2,18,186,24,0
2,18,57,24,0
2,18,9,0,0
2,18,189,27,0
2,18,186,27,0
2,18,54,27,0
3,19,8,0,0
3,19,189,24,0
3,19,186,24,0
3,19,57,24,0
3,19,9,0,0
3,19,189,27,0
3,19,186,27,0
3,19,54,27,0
3,13,189,24,0
3,13,186,24,0
3,13,57,24,0
3,13,189,27,0
3,13,186,27,0
3,13,54,27,0
3,12,189,24,0
3,12,186,24,0
3,12,8,24,0
3,12,9,24,0
3,12,189,27,0
3,12,186,27,0
3,12,8,27,0
3,12,9,27,0
3,18,189,24,0
3,18,186,24,0
3,18,8,24,0
3,18,9,24,0
3,18,189,27,0
3,18,186,27,0
3,18,8,27,0
3,18,9,27,0
2,19,189,24,0
2,19,186,24,0
2,19,8,24,0
2,19,9,24,0
2,19,189,27,0
2,19,186,27,0
2,19,8,27,0
2,19,9,27,0
2,13,189,27,0
2,13,186,27,0
2,13,8,27,0
2,13,9,27,0
2,12,189,24,0
2,12,186,24,0
2,12,8,24,0
2,12,9,24,0
2,12,189,131,0
2,12,186,131,0
2,12,8,131,0
2,12,9,131,0
2,18,189,24,0
2,18,186,24,0
2,18,8,24,0
2,18,9,24,0
2,18,189,131,0
2,18,186,131,0
2,18,8,131,0
2,18,9,131,0
1,19,189,24,0
1,19,186,24,0
1,19,8,24,0
1,19,9,24,0
1,19,189,131,0
1,19,186,131,0
1,19,8,131,0
1,19,9,131,0
1,13,189,24,0
1,13,186,24,0
1,13,8,24,0
1,13,9,24,0
1,13,189,131,0
1,13,186,131,0
1,13,8,131,0
1,13,9,131,0
1,12,189,131,0
1,12,186,131,0
1,12,9,131,0
1,18,189,131,0
1,18,186,131,0
1,18,9,131,0
2,19,189,131,0
2,19,186,131,0
2,19,9,131,0
2,13,189,131,0
2,13,186,131,0
2,13,9,131,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
