,pp,ap,mp,kp
0,A,new,N_A^',
1,A,send,ID_A,
2,A,send,ID_B,
3,A,send,N_A^',
4,S,receive,ID_A,
5,S,receive,ID_B,
6,S,receive,N_A^',
7,S,encrypt,K_AS,Password_A
8,S,encrypt,ID_B,Password_A
9,S,new,N_S,
10,S,send,K_AS,Password_A
11,S,send,ID_B,Password_A
12,S,send,K_BS,Password_B
13,S,send,ID_A,Password_B
14,S,send,N_S,
15,A,receive,K_AS,Password_A
16,A,receive,ID_B,Password_A
17,A,receive,K_BS,Password_B
18,A,receive,ID_A,Password_B
19,A,receive,N_S,
20,A,encrypt,ID_B,K_AS
21,A,new,N_A,
22,A,encrypt,N_A,K_AS
23,A,encrypt,K_BS,Password_B
24,A,encrypt,ID_A,Password_B
25,A,send,ID_A,
26,A,send,ID_B,K_AS
27,A,send,N_A,K_AS
28,A,send,K_BS,Password_B
29,A,send,ID_A,Password_B
30,B,receive,ID_A,
31,B,receive,ID_B,K_AS
32,B,receive,N_A,K_AS
33,B,receive,K_BS,Password_B
34,B,receive,ID_A,Password_B
35,B,encrypt,ID_A,K_BS
36,B,new,N_B,
37,B,encrypt,N_B,K_BS
38,B,encrypt,ID_B,K_AS
39,B,encrypt,N_A,K_AS
40,B,new,N_B^',
41,B,send,ID_A,
42,B,send,ID_B,
43,B,send,ID_A,K_BS
44,B,send,N_B,K_BS
45,B,send,ID_B,K_AS
46,B,send,N_A,K_AS
47,B,send,N_B^',
48,S,receive,ID_A,
49,S,receive,ID_B,
50,S,receive,ID_A,K_BS
51,S,receive,N_B,K_BS
52,S,receive,ID_B,K_AS
53,S,receive,N_A,K_AS
54,S,receive,N_B^',
55,S,decrypt,ID_A,K_BS
56,S,decrypt,N_B,K_BS
57,S,decrypt,ID_B,K_AS
58,S,decrypt,N_A,K_AS
59,S,encrypt,ID_A,Password_B
60,S,encrypt,N_B,Password_B
61,S,encrypt,K_AB,Password_B
62,S,send,ID_B,Password_A
63,S,send,N_A,Password_A
64,S,send,K_AB,Password_A
65,S,send,ID_A,Password_B
66,S,send,N_B,Password_B
67,S,send,K_AB,Password_B
68,B,receive,ID_B,Password_A
69,B,receive,N_A,Password_A
70,B,receive,K_AB,Password_A
71,B,receive,ID_A,Password_B
72,B,receive,N_B,Password_B
73,B,receive,K_AB,Password_B
74,B,encrypt,ID_A,Password_B
75,B,encrypt,N_B,Password_B
76,B,encrypt,K_AB,Password_B
77,B,send,ID_A,Password_B
78,B,send,N_B,Password_B
79,B,send,K_AB,Password_B
80,A,receive,ID_A,Password_B
81,A,receive,N_B,Password_B
82,A,receive,K_AB,Password_B
