,pp,ap,mp,kp
0,A,encrypt,a^x,Password_A
1,A,encrypt,ID_B,Password_A
2,A,new,N_A,
3,A,send,a^x,Password_A
4,A,send,ID_B,Password_A
5,A,send,N_A,
6,B,receive,a^x,Password_A
7,B,receive,ID_B,Password_A
8,B,receive,N_A,
9,B,encrypt,a^y,Password_B
10,B,encrypt,ID_A,Password_B
11,B,send,ID_A,
12,B,send,a^x,Password_A
13,B,send,ID_B,Password_A
14,B,send,a^y,Password_B
15,B,send,ID_A,Password_B
16,S,receive,ID_A,
17,S,receive,a^x,Password_A
18,S,receive,ID_B,Password_A
19,S,receive,a^y,Password_B
20,S,receive,ID_A,Password_B
21,S,send,b^x,
22,S,send,b^y,
23,B,receive,b^x,
24,B,receive,b^y,
25,B,new,N_B,
26,B,send,b^x,
27,B,send,N_B,K_AB
28,A,receive,b^x,
29,A,receive,N_B,K_AB
30,A,new,N_B+1,
31,A,encrypt,N_B+1,K_AB
32,A,send,N_B+1,K_AB
33,B,receive,N_B+1,K_AB
34,B,decrypt,N_B+1,K_AB
