,pp,ap,mp,kp
0,A,encrypt,a^x,Password_A
1,A,encrypt,ID_B,Password_A
2,A,send,a^x,Password_A
3,A,send,ID_B,Password_A
4,B,receive,a^x,Password_A
5,B,receive,ID_B,Password_A
6,B,encrypt,a^y,Password_B
7,B,encrypt,ID_A,Password_B
8,B,send,ID_A,
9,B,send,a^x,Password_A
10,B,send,ID_B,Password_A
11,B,send,a^y,Password_B
12,B,send,ID_A,Password_B
13,S,receive,ID_A,
14,S,receive,a^x,Password_A
15,S,receive,ID_B,Password_A
16,S,receive,a^y,Password_B
17,S,receive,ID_A,Password_B
18,S,send,b^x,
19,S,send,b^y,
20,S,send,ID_S,
21,B,receive,b^x,
22,B,receive,b^y,
23,B,receive,ID_S,
24,B,new,N_B,
25,B,send,b^x,
26,B,send,N_B,
27,A,receive,b^x,
28,A,receive,N_B,
29,A,new,N_B+1,
30,A,encrypt,N_B+1,K_AB
31,A,send,N_B+1,K_AB
32,B,receive,N_B+1,K_AB
33,B,decrypt,N_B+1,K_AB
