,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,N_A^',
2,A,send,N_A,
3,A,send,N_A^',
4,B,receive,N_A,
5,B,receive,N_A^',
6,B,encrypt,K_AB,Pub_A
7,B,encrypt,Password_B,Pub_A
8,B,encrypt,N_A,Pub_A
9,B,encrypt,ID_B,Pub_A
10,B,encrypt,ID_A,Pub_A
11,B,send,K_AB,Pub_A
12,B,send,Password_B,Pub_A
13,B,send,N_A,Pub_A
14,B,send,ID_B,Pub_A
15,B,send,ID_A,Pub_A
16,A,receive,K_AB,Pub_A
17,A,receive,Password_B,Pub_A
18,A,receive,N_A,Pub_A
19,A,receive,ID_B,Pub_A
20,A,receive,ID_A,Pub_A
21,A,decrypt,K_AB,Pri_A
22,A,decrypt,Password_B,Pri_A
23,A,decrypt,N_A,Pri_A
24,A,decrypt,ID_B,Pri_A
25,A,decrypt,ID_A,Pri_A
26,A,hash,N_A,hK_AB
27,A,hash,ID_A,hK_AB
28,A,hash,ID_B,hK_AB
29,A,send,N_A,hK_AB
30,A,send,ID_A,hK_AB
31,A,send,ID_B,hK_AB
32,B,receive,N_A,hK_AB
33,B,receive,ID_A,hK_AB
34,B,receive,ID_B,hK_AB
35,B,decrypt,N_A,hK_AB
36,B,decrypt,ID_A,hK_AB
37,B,decrypt,ID_B,hK_AB
