pp,ap,mp,kp
A,new,N_A, 
A,send,ID_A, 
A,send,ID_B, 
A,send,N_A, 
A,send,a^x, 
B,receive,ID_A, 
B,receive,ID_B, 
B,receive,N_A, 
B,receive,a^x, 
B,new,N_B, 
B,encrypt,N_B,K_AB
B,hash,N_B, 
B,hash,K_AB, 
B,hash,N_A, 
B,hash,a^y, 
B,send,ID_B, 
B,send,ID_A, 
B,send,a^y, 
B,send,N_B,K_AB
B,send,N_B, 
B,send,K_AB, 
B,send,N_A, 
B,send,a^y, 
A,receive,ID_B, 
A,receive,ID_A, 
A,receive,a^y, 
A,receive,N_B,K_AB
A,receive,N_B, 
A,receive,K_AB, 
A,receive,N_A, 
A,receive,a^y, 
A,decrypt,N_B,K_AB
A,hash,K_AB, 
A,hash,N_B+1, 
A,send,ID_A, 
A,send,ID_B, 
A,send,K_AB, 
A,send,N_B+1, 
B,receive,ID_A, 
B,receive,ID_B, 
B,receive,K_AB, 
B,receive,N_B+1, 
