,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,N_A^',
2,A,send,ID_A,
3,A,send,N_A,
4,A,send,N_A^',
5,B,receive,ID_A,
6,B,receive,N_A,
7,B,receive,N_A^',
8,B,new,N_B,
9,B,send,ID_A,
10,B,send,ID_B,
11,B,send,N_A,
12,B,send,N_B,
13,S,receive,ID_A,
14,S,receive,ID_B,
15,S,receive,N_A,
16,S,receive,N_B,
17,S,encrypt,N_A,K_AS
18,S,encrypt,K_AB,K_AS
19,S,encrypt,ID_B,K_AS
20,S,encrypt,N_B,K_BS
21,S,encrypt,K_AB,K_BS
22,S,encrypt,ID_A,K_BS
23,S,new,N_S,
24,S,send,N_A,K_AS hK_AB
25,S,send,K_AB,K_AS hK_AB
26,S,send,ID_B,K_AS hK_AB
27,S,send,N_B,K_BS hK_AB
28,S,send,K_AB,K_BS hK_AB
29,S,send,ID_A,K_BS hK_AB
30,S,send,N_S,
31,B,receive,N_A,K_AS hK_AB
32,B,receive,K_AB,K_AS hK_AB
33,B,receive,ID_B,K_AS hK_AB
34,B,receive,N_B,K_BS hK_AB
35,B,receive,K_AB,K_BS hK_AB
36,B,receive,ID_A,K_BS hK_AB
37,B,receive,N_S,
38,B,decrypt,N_A,hK_AB
39,B,decrypt,K_AB,hK_AB
40,B,decrypt,ID_B,hK_AB
41,B,decrypt,N_B,K_BS
42,B,decrypt,N_B,hK_AB
43,B,decrypt,K_AB,K_BS
44,B,decrypt,K_AB,hK_AB
45,B,decrypt,ID_A,K_BS
46,B,decrypt,ID_A,hK_AB
47,B,encrypt,N_A,K_AS
48,B,encrypt,K_AB,K_AS
49,B,encrypt,ID_B,K_AS
50,B,hash,N_A,hK_AB
51,B,hash,K_AB,hK_AB
52,B,hash,ID_B,hK_AB
53,B,encrypt,N_A^',K_AB
54,B,new,N_B^',
55,B,encrypt,N_B^',K_AB
56,B,encrypt,ID_B,K_AB
57,B,send,N_A,K_AS
58,B,send,K_AB,K_AS
59,B,send,ID_B,K_AS
60,B,send,N_A,hK_AB
61,B,send,K_AB,hK_AB
62,B,send,ID_B,hK_AB
63,B,send,N_A^',K_AB
64,B,send,N_B^',K_AB
65,B,send,ID_B,K_AB
66,B,send,N_B^',
67,A,receive,N_A,K_AS
68,A,receive,K_AB,K_AS
69,A,receive,ID_B,K_AS
70,A,receive,N_A,hK_AB
71,A,receive,K_AB,hK_AB
72,A,receive,ID_B,hK_AB
73,A,receive,N_A^',K_AB
74,A,receive,N_B^',K_AB
75,A,receive,ID_B,K_AB
76,A,receive,N_B^',
77,A,decrypt,N_A,K_AS
78,A,decrypt,K_AB,K_AS
79,A,decrypt,ID_B,K_AS
80,A,decrypt,N_A,hK_AB
81,A,decrypt,K_AB,hK_AB
82,A,decrypt,ID_B,hK_AB
83,A,decrypt,N_A^',K_AB
84,A,decrypt,N_B^',K_AB
85,A,decrypt,ID_B,K_AB
86,S,encrypt,N_A^',K_AB
87,S,encrypt,N_B^',K_AB
88,S,encrypt,ID_A,K_AB
89,S,send,N_A^',K_AB
90,S,send,N_B^',K_AB
91,S,send,ID_A,K_AB
92,B,receive,N_A^',K_AB
93,B,receive,N_B^',K_AB
94,B,receive,ID_A,K_AB
95,B,decrypt,N_A^',K_AB
96,B,decrypt,N_B^',K_AB
97,B,decrypt,ID_A,K_AB
