,pp,ap,mp,kp
0,A,new,N_A,
1,A,hash,ID_A,
2,A,hash,ID_B,
3,A,hash,Password_A,
4,A,send,ID_A,
5,A,send,N_A,
6,A,send,a^x,
7,A,send,ID_A,
8,A,send,ID_B,
9,A,send,Password_A,
10,B,receive,ID_A,
11,B,receive,N_A,
12,B,receive,a^x,
13,B,receive,ID_A,
14,B,receive,ID_B,
15,B,receive,Password_A,
16,B,new,N_B,
17,B,hash,K_AB,
18,B,hash,N_A+1,
19,B,hash,a^x,
20,B,hash,ID_A,
21,B,hash,ID_B,
22,B,hash,Password_A,
23,B,send,N_B,
24,B,send,a^y,
25,B,send,K_AB,
26,B,send,N_A+1,
27,B,send,a^x,
28,B,send,ID_A,
29,B,send,ID_B,
30,B,send,Password_A,
31,A,receive,N_B,
32,A,receive,a^y,
33,A,receive,K_AB,
34,A,receive,N_A+1,
35,A,receive,a^x,
36,A,receive,ID_A,
37,A,receive,ID_B,
38,A,receive,Password_A,
39,A,hash,K_AB,
40,A,hash,N_B+1,
41,A,hash,a^y,
42,A,send,K_AB,
43,A,send,N_B+1,
44,A,send,a^y,
45,B,receive,K_AB,
46,B,receive,N_B+1,
47,B,receive,a^y,
