pp,ap,mp,kp
A,encrypt,ID_A,Pub_B
A,new,N_A, 
A,encrypt,N_A,Pub_B
A,new,T_A, 
A,encrypt,T_A,Pub_B
A,sign,ID_B,Pri_A
A,encrypt,ID_B,Pub_B
A,sign,T_A,Pri_A
A,encrypt,T_A,Pub_B
A,send,ID_A,Pub_B
A,send,N_A,Pub_B
A,send,T_A,Pub_B
A,send,ID_B,Pri_A Pub_B
A,send,T_A,Pri_A Pub_B
B,receive,ID_A,Pub_B
B,receive,N_A,Pub_B
B,receive,T_A,Pub_B
B,receive,ID_B,Pri_A Pub_B
B,receive,T_A,Pri_A Pub_B
B,decrypt,ID_A,Pri_B
B,decrypt,N_A,Pri_B
B,decrypt,T_A,Pri_B
B,verify,ID_B,Pub_A
B,decrypt,ID_B,Pri_B
B,verify,T_A,Pub_A
B,decrypt,T_A,Pri_B
B,send,N_A, 
A,receive,N_A, 
