pp,ap,mp,kp
A,send,ID_A, 
A,send,a^x, 
B,receive,ID_A, 
B,receive,a^x, 
B,sign,a^y,Pri_B
B,sign,a^x,Pri_B
B,sign,a^y,Pri_B
B,hash,a^y,hK_AB
B,sign,a^x,Pri_B
B,hash,a^x,hK_AB
B,send,Cert_B, 
B,send,a^y, 
B,send,a^y,Pri_B
B,send,a^x,Pri_B
B,send,a^y,Pri_B hK_AB
B,send,a^x,Pri_B hK_AB
A,receive,Cert_B, 
A,receive,a^y, 
A,receive,a^y,Pri_B
A,receive,a^x,Pri_B
A,receive,a^y,Pri_B hK_AB
A,receive,a^x,Pri_B hK_AB
A,verify,a^y,Pub_B
A,verify,a^x,Pub_B
A,verify,a^y,Pub_B
A,decrypt,a^y,hK_AB
A,verify,a^x,Pub_B
A,decrypt,a^x,hK_AB
A,sign,a^x,Pri_A
A,sign,a^y,Pri_A
A,sign,a^x,Pri_A
A,hash,a^x,hK_AB
A,sign,a^y,Pri_A
A,hash,a^y,hK_AB
A,send,Cert_A, 
A,send,a^x,Pri_A
A,send,a^y,Pri_A
A,send,a^x,Pri_A hK_AB
A,send,a^y,Pri_A hK_AB
B,receive,Cert_A, 
B,receive,a^x,Pri_A
B,receive,a^y,Pri_A
B,receive,a^x,Pri_A hK_AB
B,receive,a^y,Pri_A hK_AB
B,verify,a^x,Pub_A
B,verify,a^y,Pub_A
B,verify,a^x,Pub_A
B,decrypt,a^x,hK_AB
B,verify,a^y,Pub_A
B,decrypt,a^y,hK_AB
