,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,ID_A,
2,A,send,ID_B,
3,A,send,N_A,
4,S,receive,ID_A,
5,S,receive,ID_B,
6,S,receive,N_A,
7,S,encrypt,ID_A,K_AS
8,S,encrypt,ID_B,K_AS
9,S,encrypt,N_A,K_AS
10,S,encrypt,K_AB,K_AS
11,S,encrypt,K_AB^',K_AS
12,S,encrypt,ID_A,K_BS
13,S,encrypt,ID_B,K_BS
14,S,encrypt,N_A,K_BS
15,S,encrypt,K_AB,K_BS
16,S,encrypt,K_AB^',K_BS
17,S,send,ID_A,K_AS
18,S,send,ID_B,K_AS
19,S,send,N_A,K_AS
20,S,send,K_AB,K_AS
21,S,send,K_AB^',K_AS
22,S,send,ID_A,K_BS
23,S,send,ID_B,K_BS
24,S,send,N_A,K_BS
25,S,send,K_AB,K_BS
26,S,send,K_AB^',K_BS
27,S,send,ID_S,
28,B,receive,ID_A,K_AS
29,B,receive,ID_B,K_AS
30,B,receive,N_A,K_AS
31,B,receive,K_AB,K_AS
32,B,receive,K_AB^',K_AS
33,B,receive,ID_A,K_BS
34,B,receive,ID_B,K_BS
35,B,receive,N_A,K_BS
36,B,receive,K_AB,K_BS
37,B,receive,K_AB^',K_BS
38,B,receive,ID_S,
39,B,decrypt,ID_A,K_BS
40,B,decrypt,ID_B,K_BS
41,B,decrypt,N_A,K_BS
42,B,decrypt,K_AB,K_BS
43,B,decrypt,K_AB^',K_BS
44,B,encrypt,ID_A,K_AS
45,B,encrypt,ID_B,K_AS
46,B,encrypt,N_A,K_AS
47,B,encrypt,K_AB,K_AS
48,B,encrypt,K_AB^',K_AS
49,B,encrypt,N_A,K_AB^'
50,B,encrypt,K_AB,K_AB^'
51,B,new,N_B,
52,B,send,ID_A,K_AS
53,B,send,ID_B,K_AS
54,B,send,N_A,K_AS
55,B,send,K_AB,K_AS
56,B,send,K_AB^',K_AS
57,B,send,N_A,K_AB^'
58,B,send,K_AB,K_AB^'
59,B,send,N_B,
60,A,receive,ID_A,K_AS
61,A,receive,ID_B,K_AS
62,A,receive,N_A,K_AS
63,A,receive,K_AB,K_AS
64,A,receive,K_AB^',K_AS
65,A,receive,N_A,K_AB^'
66,A,receive,K_AB,K_AB^'
67,A,receive,N_B,
68,A,decrypt,ID_A,K_AS
69,A,decrypt,ID_B,K_AS
70,A,decrypt,N_A,K_AS
71,A,decrypt,K_AB,K_AS
72,A,decrypt,K_AB^',K_AS
73,A,decrypt,N_A,K_AB^'
74,A,decrypt,K_AB,K_AB^'
75,A,encrypt,N_B,K_AB^'
76,A,encrypt,K_AB,K_AB^'
77,A,send,N_B,K_AB^'
78,A,send,K_AB,K_AB^'
79,B,receive,N_B,K_AB^'
80,B,receive,K_AB,K_AB^'
81,B,decrypt,N_B,K_AB^'
82,B,decrypt,K_AB,K_AB^'
