,pp,ap,mp,kp
0,A,new,T_A,
1,A,new,N_A,
2,A,hash,ID_A,hK_AB
3,A,hash,T_A,hK_AB
4,A,hash,N_A,hK_AB
5,A,new,N_A^',
6,A,send,ID_A,
7,A,send,T_A,
8,A,send,N_A,
9,A,send,ID_A,hK_AB
10,A,send,T_A,hK_AB
11,A,send,N_A,hK_AB
12,A,send,N_A^',
13,B,receive,ID_A,
14,B,receive,T_A,
15,B,receive,N_A,
16,B,receive,ID_A,hK_AB
17,B,receive,T_A,hK_AB
18,B,receive,N_A,hK_AB
19,B,receive,N_A^',
20,B,decrypt,ID_A,hK_AB
21,B,decrypt,T_A,hK_AB
22,B,decrypt,N_A,hK_AB
23,B,new,N_B,
24,B,new,N_B^',
25,B,encrypt,N_B^',K_BS
26,B,hash,N_B,hK_BS
27,B,hash,N_B^',hK_BS
28,B,hash,ID_B,hK_BS
29,B,send,ID_A,
30,B,send,ID_B,
31,B,send,T_A,
32,B,send,N_A,
33,B,send,N_B,
34,B,send,N_B^',K_BS
35,B,send,N_B,hK_BS
36,B,send,N_B^',hK_BS
37,B,send,ID_B,hK_BS
38,S,receive,ID_A,
39,S,receive,ID_B,
40,S,receive,T_A,
41,S,receive,N_A,
42,S,receive,N_B,
43,S,receive,N_B^',K_BS
44,S,receive,N_B,hK_BS
45,S,receive,N_B^',hK_BS
46,S,receive,ID_B,hK_BS
47,S,decrypt,N_B^',K_BS
48,S,decrypt,N_B,hK_BS
49,S,decrypt,N_B^',hK_BS
50,S,decrypt,ID_B,hK_BS
51,S,encrypt,ID_S,K_BS
52,S,encrypt,K_AB,K_BS
53,S,encrypt,ID_B,K_BS
54,S,encrypt,ID_A,K_BS
55,S,encrypt,N_B^',K_BS
56,S,send,ID_S,K_BS
57,S,send,K_AB,K_BS
58,S,send,ID_B,K_BS
59,S,send,ID_A,K_BS
60,S,send,N_B^',K_BS
61,B,receive,ID_S,K_BS
62,B,receive,K_AB,K_BS
63,B,receive,ID_B,K_BS
64,B,receive,ID_A,K_BS
65,B,receive,N_B^',K_BS
66,B,decrypt,ID_S,K_BS
67,B,decrypt,K_AB,K_BS
68,B,decrypt,ID_B,K_BS
69,B,decrypt,ID_A,K_BS
70,B,decrypt,N_B^',K_BS
71,B,encrypt,ID_S,K_AB
72,B,encrypt,K_AB^',K_AB
73,B,encrypt,ID_B,K_AB
74,B,encrypt,ID_A,K_AB
75,B,encrypt,N_A,K_AB
76,B,send,ID_S,K_AB
77,B,send,K_AB^',K_AB
78,B,send,ID_B,K_AB
79,B,send,ID_A,K_AB
80,B,send,N_A,K_AB
81,A,receive,ID_S,K_AB
82,A,receive,K_AB^',K_AB
83,A,receive,ID_B,K_AB
84,A,receive,ID_A,K_AB
85,A,receive,N_A,K_AB
86,A,decrypt,ID_S,K_AB
87,A,decrypt,K_AB^',K_AB
88,A,decrypt,ID_B,K_AB
89,A,decrypt,ID_A,K_AB
90,A,decrypt,N_A,K_AB
