,pp,ap,mp,kp
0,A,encrypt,ID_B,Password_A
1,A,new,N_A^',
2,A,encrypt,N_A^',Password_A
3,A,encrypt,a^x,Password_A
4,A,send,ID_A,
5,A,send,ID_B,Password_A
6,A,send,N_A^',Password_A
7,A,send,a^x,Password_A
8,B,receive,ID_A,
9,B,receive,ID_B,Password_A
10,B,receive,N_A^',Password_A
11,B,receive,a^x,Password_A
12,B,encrypt,ID_A,Password_A
13,B,new,N_B^',
14,B,encrypt,N_B^',Password_A
15,B,encrypt,a^y,Password_A
16,B,new,N_B,K_AB
17,B,send,ID_A,Password_A
18,B,send,N_B^',Password_A
19,B,send,a^y,Password_A
20,B,send,N_B,K_AB
21,A,receive,ID_A,Password_A
22,A,receive,N_B^',Password_A
23,A,receive,a^y,Password_A
24,A,receive,N_B,K_AB
25,A,new,N_A,
26,A,encrypt,N_A,K_AB
27,A,new,N_B,
28,A,encrypt,N_B,K_AB
29,A,send,N_A,K_AB
30,A,send,N_B,K_AB
31,B,receive,N_A,K_AB
32,B,receive,N_B,K_AB
33,B,decrypt,N_A,K_AB
34,B,decrypt,N_B,K_AB
35,B,new,N_A,
36,B,send,N_A,K_AB
37,A,receive,N_A,K_AB
