pp,ap,mp,kp
A,new,N_A, 
A,send,N_A, 
B,receive,N_A, 
B,hash,ID_B, 
B,hash,K_BS, 
B,hash,N_A, 
B,new,N_B, 
B,hash,N_B, 
B,send,ID_B, 
B,send,K_BS, 
B,send,N_A, 
B,send,N_B, 
B,send,N_B, 
A,receive,ID_B, 
A,receive,K_BS, 
A,receive,N_A, 
A,receive,N_B, 
A,receive,N_B, 
A,hash,ID_B, 
A,hash,K_BS, 
A,hash,N_A, 
A,hash,N_B, 
A,send,ID_B, 
A,send,K_BS, 
A,send,N_A, 
A,send,N_B, 
A,send,N_A, 
A,send,N_B, 
S,receive,ID_B, 
S,receive,K_BS, 
S,receive,N_A, 
S,receive,N_B, 
S,receive,N_A, 
S,receive,N_B, 
S,hash,ID_B, 
S,hash,K_BS, 
S,hash,N_B, 
S,send,ID_B, 
S,send,K_BS, 
S,send,N_B, 
A,receive,ID_B, 
A,receive,K_BS, 
A,receive,N_B, 
A,hash,ID_B, 
A,hash,K_BS, 
A,hash,N_B, 
A,new,N_A^', 
A,send,ID_B, 
A,send,K_BS, 
A,send,N_B, 
A,send,N_A^', 
B,receive,ID_B, 
B,receive,K_BS, 
B,receive,N_B, 
B,receive,N_A^', 
B,hash,ID_B, 
B,hash,K_BS, 
B,hash,N_A^', 
B,new,N_B^', 
B,hash,N_B^', 
B,send,ID_B, 
B,send,K_BS, 
B,send,N_A^', 
B,send,N_B^', 
B,send,N_B^', 
A,receive,ID_B, 
A,receive,K_BS, 
A,receive,N_A^', 
A,receive,N_B^', 
A,receive,N_B^', 
A,hash,ID_B, 
A,hash,K_BS, 
A,hash,N_A^', 
A,hash,N_B^', 
A,send,ID_B, 
A,send,K_BS, 
A,send,N_A^', 
A,send,N_B^', 
A,send,N_A^', 
A,send,N_B^', 
S,receive,ID_B, 
S,receive,K_BS, 
S,receive,N_A^', 
S,receive,N_B^', 
S,receive,N_A^', 
S,receive,N_B^', 
