,pp,ap,mp,kp
0,A,encrypt,ID_B,Password_A
1,A,encrypt,a^x,Password_A
2,A,new,N_A^',
3,A,send,ID_A,
4,A,send,ID_B,Password_A
5,A,send,a^x,Password_A
6,A,send,N_A^',
7,B,receive,ID_A,
8,B,receive,ID_B,Password_A
9,B,receive,a^x,Password_A
10,B,receive,N_A^',
11,B,encrypt,ID_A,Password_A
12,B,encrypt,a^y,Password_A
13,B,new,N_B,
14,B,send,ID_A,Password_A
15,B,send,a^y,Password_A
16,B,send,N_B,
17,A,receive,ID_A,Password_A
18,A,receive,a^y,Password_A
19,A,receive,N_B,
20,A,new,N_A,
21,A,encrypt,N_A,K_AB
22,A,new,N_B,
23,A,encrypt,N_B,K_AB
24,A,send,N_A,K_AB
25,A,send,N_B,K_AB
26,B,receive,N_A,K_AB
27,B,receive,N_B,K_AB
28,B,decrypt,N_A,K_AB
29,B,decrypt,N_B,K_AB
30,B,new,N_A,
31,B,send,N_A,K_AB
32,A,receive,N_A,K_AB
