,pp,ap,mp,kp
0,A,encrypt,ID_A,Password_A
1,A,encrypt,ID_B,Password_A
2,A,encrypt,a^x,Password_A
3,A,new,N_A,
4,A,send,ID_A,
5,A,send,ID_A,Password_A Pub_S
6,A,send,ID_B,Password_A Pub_S
7,A,send,a^x,Password_A Pub_S
8,A,send,K_AS,Pub_S
9,A,send,a^x,
10,A,send,N_A,
11,B,receive,ID_A,
12,B,receive,ID_A,Password_A Pub_S
13,B,receive,ID_B,Password_A Pub_S
14,B,receive,a^x,Password_A Pub_S
15,B,receive,K_AS,Pub_S
16,B,receive,a^x,
17,B,receive,N_A,
18,A,encrypt,ID_A,Password_A
19,A,encrypt,ID_A,Pub_S
20,A,encrypt,ID_B,Password_A
21,A,encrypt,ID_B,Pub_S
22,A,encrypt,a^x,Password_A
23,A,encrypt,a^x,Pub_S
24,A,encrypt,K_AS,Pub_S
25,A,send,ID_A,
26,A,send,ID_A,Password_A Pub_S
27,A,send,ID_B,Password_A Pub_S
28,A,send,a^x,Password_A Pub_S
29,A,send,K_AS,Pub_S
30,S,receive,ID_A,
31,S,receive,ID_A,Password_A Pub_S
32,S,receive,ID_B,Password_A Pub_S
33,S,receive,a^x,Password_A Pub_S
34,S,receive,K_AS,Pub_S
35,S,decrypt,ID_A,Pri_S
36,S,decrypt,ID_B,Pri_S
37,S,decrypt,a^x,Pri_S
38,S,decrypt,K_AS,Pri_S
39,B,encrypt,ID_A,K_AB
40,B,new,N_B,
41,B,encrypt,N_B,K_AB
42,B,send,ID_B,
43,B,send,a^y,
44,B,send,ID_A,K_AB
45,B,send,N_B,K_AB
46,A,receive,ID_B,
47,A,receive,a^y,
48,A,receive,ID_A,K_AB
49,A,receive,N_B,K_AB
50,A,decrypt,ID_A,K_AB
51,A,decrypt,N_B,K_AB
52,B,encrypt,ID_B,Password_B
53,B,encrypt,ID_B,Pub_S
54,B,encrypt,ID_A,Password_B
55,B,encrypt,ID_A,Pub_S
56,B,encrypt,a^y,Password_B
57,B,encrypt,a^y,Pub_S
58,B,encrypt,K_BS,Pub_S
59,B,send,ID_B,
60,B,send,ID_B,Password_B Pub_S
61,B,send,ID_A,Password_B Pub_S
62,B,send,a^y,Password_B Pub_S
63,B,send,K_BS,Pub_S
64,S,receive,ID_B,
65,S,receive,ID_B,Password_B Pub_S
66,S,receive,ID_A,Password_B Pub_S
67,S,receive,a^y,Password_B Pub_S
68,S,receive,K_BS,Pub_S
69,S,decrypt,ID_B,Pri_S
70,S,decrypt,ID_A,Pri_S
71,S,decrypt,a^y,Pri_S
72,S,decrypt,K_BS,Pri_S
73,S,encrypt,ID_B,K_AS
74,S,encrypt,a^y,K_AS
75,S,send,ID_B,K_AS
76,S,send,a^y,K_AS
77,A,receive,ID_B,K_AS
78,A,receive,a^y,K_AS
79,A,decrypt,ID_B,K_AS
80,A,decrypt,a^y,K_AS
81,S,encrypt,ID_A,K_BS
82,S,encrypt,a^x,K_BS
83,S,send,ID_A,K_BS
84,S,send,a^x,K_BS
85,B,receive,ID_A,K_BS
86,B,receive,a^x,K_BS
87,B,decrypt,ID_A,K_BS
88,B,decrypt,a^x,K_BS
