,pp,ap,mp,kp
0,A,send,ID_A,
1,A,send,ID_B,
2,S,receive,ID_A,
3,S,receive,ID_B,
4,S,encrypt,K_AB,K_AS
5,S,encrypt,ID_B,K_AS
6,S,encrypt,K_AB,K_BS
7,S,encrypt,K_AB,K_AS
8,S,encrypt,ID_A,K_BS
9,S,encrypt,ID_A,K_AS
10,S,send,K_AB,K_AS
11,S,send,ID_B,K_AS
12,S,send,K_AB,K_BS K_AS
13,S,send,ID_A,K_BS K_AS
14,S,send,ID_S,
15,A,receive,K_AB,K_AS
16,A,receive,ID_B,K_AS
17,A,receive,K_AB,K_BS K_AS
18,A,receive,ID_A,K_BS K_AS
19,A,receive,ID_S,
20,A,decrypt,K_AB,K_AS
21,A,decrypt,ID_B,K_AS
22,A,decrypt,K_AB,K_AS
23,A,decrypt,ID_A,K_AS
24,A,encrypt,K_AB,K_BS
25,A,encrypt,ID_A,K_BS
26,A,encrypt,ID_A,K_AB
27,A,new,T_A,
28,A,encrypt,T_A,K_AB
29,A,send,K_AB,K_BS
30,A,send,ID_A,K_BS
31,A,send,ID_A,K_AB
32,A,send,T_A,K_AB
33,B,receive,K_AB,K_BS
34,B,receive,ID_A,K_BS
35,B,receive,ID_A,K_AB
36,B,receive,T_A,K_AB
37,B,decrypt,K_AB,K_BS
38,B,decrypt,ID_A,K_BS
39,B,decrypt,ID_A,K_AB
40,B,decrypt,T_A,K_AB
