pp,ap,mp,kp
A,new,N_A, 
A,encrypt,N_A,Pub_B
A,new,N_A^', 
A,encrypt,N_A^',Pub_B
A,encrypt,Password_A,Pub_B
A,send,N_A,Pub_B
A,send,N_A^',Pub_B
A,send,Password_A,Pub_B
B,receive,N_A,Pub_B
B,receive,N_A^',Pub_B
B,receive,Password_A,Pub_B
B,decrypt,N_A,Pri_B
B,decrypt,N_A^',Pri_B
B,decrypt,Password_A,Pri_B
B,encrypt,K_AB,K_AB^'
B,hash,Password_A, 
B,hash,K_AB, 
B,hash,N_A^', 
B,send,K_AB,K_AB^'
B,send,Password_A, 
B,send,K_AB, 
B,send,N_A^', 
A,receive,K_AB,K_AB^'
A,receive,Password_A, 
A,receive,K_AB, 
A,receive,N_A^', 
A,decrypt,K_AB,K_AB^'
A,hash,Password_A, 
A,hash,K_AB, 
A,hash,N_A, 
A,send,Password_A, 
A,send,K_AB, 
A,send,N_A, 
B,receive,Password_A, 
B,receive,K_AB, 
B,receive,N_A, 
