,pp,ap,mp,kp
0,A,encrypt,ID_A,Pub_B
1,A,new,N_A,
2,A,encrypt,N_A,Pub_B
3,A,send,ID_A,Pub_B
4,A,send,N_A,Pub_B
5,B,receive,ID_A,Pub_B
6,B,receive,N_A,Pub_B
7,B,decrypt,ID_A,Pri_B
8,B,decrypt,N_A,Pri_B
9,B,encrypt,ID_B,Pub_A
10,B,encrypt,N_A,Pub_A
11,B,new,N_B,
12,B,encrypt,N_B,Pub_A
13,B,send,N_A,
14,B,send,ID_B,Pub_A
15,B,send,N_A,Pub_A
16,B,send,N_B,Pub_A
17,A,receive,N_A,
18,A,receive,ID_B,Pub_A
19,A,receive,N_A,Pub_A
20,A,receive,N_B,Pub_A
21,A,decrypt,ID_B,Pri_A
22,A,decrypt,N_A,Pri_A
23,A,decrypt,N_B,Pri_A
24,A,send,N_B,
25,B,receive,N_B,
