,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,N_A,
2,A,send,Cert_A,
3,B,receive,N_A,
4,B,receive,Cert_A,
5,B,encrypt,ID_B,Pub_A
6,B,encrypt,ID_A,Pub_A
7,B,encrypt,K_AB^',Pub_A
8,B,new,N_A,
9,B,encrypt,N_A,Pub_A
10,B,encrypt,N_A,K_AB^'
11,B,encrypt,N_A,Pub_A
12,B,new,N_B,
13,B,encrypt,N_B,K_AB^'
14,B,encrypt,N_B,Pub_A
15,B,send,ID_B,Pub_A
16,B,send,ID_A,Pub_A
17,B,send,K_AB^',Pub_A
18,B,send,N_A,Pub_A
19,B,send,N_A,K_AB^' Pub_A
20,B,send,N_B,K_AB^' Pub_A
21,A,receive,ID_B,Pub_A
22,A,receive,ID_A,Pub_A
23,A,receive,K_AB^',Pub_A
24,A,receive,N_A,Pub_A
25,A,receive,N_A,K_AB^' Pub_A
26,A,receive,N_B,K_AB^' Pub_A
27,A,decrypt,ID_B,Pri_A
28,A,decrypt,ID_A,Pri_A
29,A,decrypt,K_AB^',Pri_A
30,A,decrypt,N_A,Pri_A
31,A,decrypt,N_A,K_AB^'
32,A,decrypt,N_A,Pri_A
33,A,decrypt,N_B,K_AB^'
34,A,decrypt,N_B,Pri_A
35,A,new,N_B,
36,A,send,N_B,K_AB^'
37,B,receive,N_B,K_AB^'
