,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,N_A,
2,B,receive,N_A,
3,B,new,N_B,
4,B,hash,N_B,hK_AB
5,B,sign,N_B,Pri_B
6,B,hash,N_A,hK_AB
7,B,sign,N_A,Pri_B
8,B,hash,ID_A,hK_AB
9,B,sign,ID_A,Pri_B
10,B,hash,ID_B,hK_AB
11,B,sign,ID_B,Pri_B
12,B,send,Cert_B,
13,B,send,N_B,
14,B,send,N_A,
15,B,send,ID_A,
16,B,send,N_B,hK_AB Pri_B
17,B,send,N_A,hK_AB Pri_B
18,B,send,ID_A,hK_AB Pri_B
19,B,send,ID_B,hK_AB Pri_B
20,A,receive,Cert_B,
21,A,receive,N_B,
22,A,receive,N_A,
23,A,receive,ID_A,
24,A,receive,N_B,hK_AB Pri_B
25,A,receive,N_A,hK_AB Pri_B
26,A,receive,ID_A,hK_AB Pri_B
27,A,receive,ID_B,hK_AB Pri_B
28,A,decrypt,N_B,hK_AB
29,A,verify,N_B,Pub_B
30,A,decrypt,N_A,hK_AB
31,A,verify,N_A,Pub_B
32,A,decrypt,ID_A,hK_AB
33,A,verify,ID_A,Pub_B
34,A,decrypt,ID_B,hK_AB
35,A,verify,ID_B,Pub_B
36,A,hash,N_A,hK_AB
37,A,sign,N_A,Pri_A
38,A,hash,N_B,hK_AB
39,A,sign,N_B,Pri_A
40,A,hash,ID_B,hK_AB
41,A,sign,ID_B,Pri_A
42,A,hash,ID_A,hK_AB
43,A,sign,ID_A,Pri_A
44,A,send,Cert_A,
45,A,send,N_A,
46,A,send,N_B,
47,A,send,ID_B,
48,A,send,N_A,hK_AB Pri_A
49,A,send,N_B,hK_AB Pri_A
50,A,send,ID_B,hK_AB Pri_A
51,A,send,ID_A,hK_AB Pri_A
52,B,receive,Cert_A,
53,B,receive,N_A,
54,B,receive,N_B,
55,B,receive,ID_B,
56,B,receive,N_A,hK_AB Pri_A
57,B,receive,N_B,hK_AB Pri_A
58,B,receive,ID_B,hK_AB Pri_A
59,B,receive,ID_A,hK_AB Pri_A
60,B,decrypt,N_A,hK_AB
61,B,verify,N_A,Pub_A
62,B,decrypt,N_B,hK_AB
63,B,verify,N_B,Pub_A
64,B,decrypt,ID_B,hK_AB
65,B,verify,ID_B,Pub_A
66,B,decrypt,ID_A,hK_AB
67,B,verify,ID_A,Pub_A
