pp,ap,mp,kp
A,new,T_A, 
A,new,N_A  , 
A,sign,ID_B,Pri_A
A,sign,T_A,Pri_A
A,sign,N_A,Pri_A
A,send,ID_A, 
A,send,ID_B, 
A,send,T_A, 
A,send,N_A, 
A,send,ID_B,Pri_A
A,send,T_A,Pri_A
A,send,N_A,Pri_A
B,receive,ID_A, 
B,receive,ID_B, 
B,receive,T_A, 
B,receive,N_A, 
B,receive,ID_B,Pri_A
B,receive,T_A,Pri_A
B,receive,N_A,Pri_A
B,verify,ID_B,Pub_A
B,verify,T_A,Pub_A
B,verify,N_A,Pub_A
B,encrypt,ID_A,Pub_B
B,encrypt,N_A,Pub_B
B,send,ID_B, 
B,send,ID_A, 
B,send,N_A, 
B,send,ID_A,Pub_B
B,send,N_A,Pub_B
A,receive,ID_B, 
A,receive,ID_A, 
A,receive,N_A, 
A,receive,ID_A,Pub_B
A,receive,N_A,Pub_B
