,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,N_A^',
2,A,send,ID_A,
3,A,send,N_A,
4,A,send,N_A^',
5,B,receive,ID_A,
6,B,receive,N_A,
7,B,receive,N_A^',
8,B,encrypt,ID_A,K_BS
9,B,encrypt,N_A,K_BS
10,B,new,N_B,
11,B,encrypt,N_B,K_BS
12,B,send,ID_B,
13,B,send,ID_A,K_BS
14,B,send,N_A,K_BS
15,B,send,N_B,K_BS
16,S,receive,ID_B,
17,S,receive,ID_A,K_BS
18,S,receive,N_A,K_BS
19,S,receive,N_B,K_BS
20,S,decrypt,ID_A,K_BS
21,S,decrypt,N_A,K_BS
22,S,decrypt,N_B,K_BS
23,S,encrypt,ID_B,K_AS
24,S,encrypt,K_AB,K_AS
25,S,encrypt,N_A,K_AS
26,S,encrypt,N_B,K_AS
27,S,encrypt,ID_A,K_BS
28,S,encrypt,K_AB,K_BS
29,S,encrypt,N_B,K_BS
30,S,send,ID_B,K_AS
31,S,send,K_AB,K_AS
32,S,send,N_A,K_AS
33,S,send,N_B,K_AS
34,S,send,ID_A,K_BS
35,S,send,K_AB,K_BS
36,S,send,N_B,K_BS
37,A,receive,ID_B,K_AS
38,A,receive,K_AB,K_AS
39,A,receive,N_A,K_AS
40,A,receive,N_B,K_AS
41,A,receive,ID_A,K_BS
42,A,receive,K_AB,K_BS
43,A,receive,N_B,K_BS
44,A,decrypt,ID_B,K_AS
45,A,decrypt,K_AB,K_AS
46,A,decrypt,N_A,K_AS
47,A,decrypt,N_B,K_AS
48,A,encrypt,ID_A,K_BS
49,A,encrypt,K_AB,K_BS
50,A,encrypt,N_B,K_BS
51,A,new,N_B,
52,A,send,ID_A,K_BS
53,A,send,K_AB,K_BS
54,A,send,N_B,K_BS
55,A,send,N_B,K_AB
56,B,receive,ID_A,K_BS
57,B,receive,K_AB,K_BS
58,B,receive,N_B,K_BS
59,B,receive,N_B,K_AB
60,B,decrypt,ID_A,K_BS
61,B,decrypt,K_AB,K_BS
62,B,decrypt,N_B,K_BS
