pp,ap,mp,kp
B,encrypt,ID_B,Password_B
B,encrypt,ID_A,Password_B
B,encrypt,a^y,Password_B
B,send,ID_B,Password_B Pub_S
B,send,ID_A,Password_B Pub_S
B,send,a^y,Password_B Pub_S
B,send,K_BS,Pub_S
B,send,a^y, 
A,receive,ID_B,Password_B Pub_S
A,receive,ID_A,Password_B Pub_S
A,receive,a^y,Password_B Pub_S
A,receive,K_BS,Pub_S
A,receive,a^y, 
A,encrypt,ID_B,Pub_S
A,encrypt,ID_A,Pub_S
A,encrypt,a^y,Pub_S
A,encrypt,K_BS,Pub_S
A,encrypt,ID_A,Password_A
A,encrypt,ID_A,Pub_S
A,encrypt,ID_B,Password_A
A,encrypt,ID_B,Pub_S
A,encrypt,a^x,Password_A
A,encrypt,a^x,Pub_S
A,encrypt,K_AS,Pub_S
A,encrypt,ID_B,K_AB
A,new,N_A, 
A,encrypt,N_A,K_AB
A,send,ID_B,Password_B Pub_S
A,send,ID_A,Password_B Pub_S
A,send,a^y,Password_B Pub_S
A,send,K_BS,Pub_S
A,send,ID_A,Password_A Pub_S
A,send,ID_B,Password_A Pub_S
A,send,a^x,Password_A Pub_S
A,send,K_AS,Pub_S
A,send,a^x, 
A,send,ID_B,K_AB
A,send,N_A,K_AB
S,receive,ID_B,Password_B Pub_S
S,receive,ID_A,Password_B Pub_S
S,receive,a^y,Password_B Pub_S
S,receive,K_BS,Pub_S
S,receive,ID_A,Password_A Pub_S
S,receive,ID_B,Password_A Pub_S
S,receive,a^x,Password_A Pub_S
S,receive,K_AS,Pub_S
S,receive,a^x, 
S,receive,ID_B,K_AB
S,receive,N_A,K_AB
S,decrypt,ID_B,Pri_S
S,decrypt,ID_A,Pri_S
S,decrypt,a^y,Pri_S
S,decrypt,K_BS,Pri_S
S,decrypt,ID_A,Pri_S
S,decrypt,ID_B,Pri_S
S,decrypt,a^x,Pri_S
S,decrypt,K_AS,Pri_S
S,encrypt,ID_A,K_BS
S,encrypt,a^x,K_BS
S,encrypt,ID_B,K_AS
S,encrypt,a^y,K_AS
S,encrypt,ID_B,K_AB
S,encrypt,N_A,K_AB
S,send,ID_A,K_BS
S,send,a^x,K_BS
S,send,ID_B,K_AS
S,send,a^y,K_AS
S,send,ID_B,K_AB
S,send,N_A,K_AB
B,receive,ID_A,K_BS
B,receive,a^x,K_BS
B,receive,ID_B,K_AS
B,receive,a^y,K_AS
B,receive,ID_B,K_AB
B,receive,N_A,K_AB
B,decrypt,ID_A,K_BS
B,decrypt,a^x,K_BS
B,decrypt,ID_B,K_AB
B,decrypt,N_A,K_AB
B,encrypt,ID_B,K_AS
B,encrypt,a^y,K_AS
B,encrypt,ID_A,K_AB
B,new,N_B+1, 
B,encrypt,N_B+1,K_AB
B,send,ID_B,K_AS
B,send,a^y,K_AS
B,send,ID_A,K_AB
B,send,N_B+1,K_AB
A,receive,ID_B,K_AS
A,receive,a^y,K_AS
A,receive,ID_A,K_AB
A,receive,N_B+1,K_AB
A,decrypt,ID_B,K_AS
A,decrypt,a^y,K_AS
A,decrypt,ID_A,K_AB
A,decrypt,N_B+1,K_AB
