,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,N_A^',
2,A,send,N_A,
3,A,send,N_A^',
4,B,receive,N_A,
5,B,receive,N_A^',
6,B,new,N_B,
7,B,send,N_B,
8,B,send,N_A,
9,B,send,ID_A,
10,S,receive,N_B,
11,S,receive,N_A,
12,S,receive,ID_A,
13,S,encrypt,N_B,K_BS
14,S,encrypt,K_AB,K_BS
15,S,encrypt,ID_A,K_BS
16,S,encrypt,N_A,K_AS
17,S,encrypt,K_AB,K_AS
18,S,encrypt,ID_B,K_AS
19,S,send,N_B,K_BS
20,S,send,K_AB,K_BS
21,S,send,ID_A,K_BS
22,S,send,N_A,K_AS
23,S,send,K_AB,K_AS
24,S,send,ID_B,K_AS
25,B,receive,N_B,K_BS
26,B,receive,K_AB,K_BS
27,B,receive,ID_A,K_BS
28,B,receive,N_A,K_AS
29,B,receive,K_AB,K_AS
30,B,receive,ID_B,K_AS
31,B,decrypt,N_B,K_BS
32,B,decrypt,K_AB,K_BS
33,B,decrypt,ID_A,K_BS
34,B,encrypt,N_A,K_AS
35,B,encrypt,K_AB,K_AS
36,B,encrypt,ID_B,K_AS
37,B,new,N_B^',
38,B,encrypt,N_B^',K_AB
39,B,encrypt,N_A,K_AB
40,B,send,N_A,K_AS
41,B,send,K_AB,K_AS
42,B,send,ID_B,K_AS
43,B,send,N_B^',K_AB
44,B,send,N_A,K_AB
45,A,receive,N_A,K_AS
46,A,receive,K_AB,K_AS
47,A,receive,ID_B,K_AS
48,A,receive,N_B^',K_AB
49,A,receive,N_A,K_AB
50,A,decrypt,N_A,K_AS
51,A,decrypt,K_AB,K_AS
52,A,decrypt,ID_B,K_AS
53,A,decrypt,N_B^',K_AB
54,A,decrypt,N_A,K_AB
55,A,encrypt,N_B^'+1,K_AB
56,A,encrypt,N_A,K_AB
57,A,send,N_B^'+1,K_AB
58,A,send,N_A,K_AB
59,B,receive,N_B^'+1,K_AB
60,B,receive,N_A,K_AB
61,B,decrypt,N_B^'+1,K_AB
62,B,decrypt,N_A,K_AB
