,pp,ap,mp,kp
0,A,new,N_A,
1,A,encrypt,N_A,K_AS
2,A,encrypt,ID_B,K_AS
3,A,new,N_A^',
4,A,send,ID_A,
5,A,send,ID_B,
6,A,send,N_A,K_AS
7,A,send,ID_B,K_AS
8,A,send,N_A^',
9,B,receive,ID_A,
10,B,receive,ID_B,
11,B,receive,N_A,K_AS
12,B,receive,ID_B,K_AS
13,B,receive,N_A^',
14,B,encrypt,N_A,K_AS
15,B,encrypt,ID_B,K_AS
16,B,new,N_B,
17,B,encrypt,N_B,K_BS
18,B,encrypt,ID_A,K_BS
19,B,new,N_B^',
20,B,send,N_A,K_AS
21,B,send,ID_B,K_AS
22,B,send,N_B,K_BS
23,B,send,ID_A,K_BS
24,B,send,N_B^',
25,S,receive,N_A,K_AS
26,S,receive,ID_B,K_AS
27,S,receive,N_B,K_BS
28,S,receive,ID_A,K_BS
29,S,receive,N_B^',
30,S,decrypt,N_A,K_AS
31,S,decrypt,ID_B,K_AS
32,S,decrypt,N_B,K_BS
33,S,decrypt,ID_A,K_BS
34,S,encrypt,N_A,K_AS
35,S,encrypt,ID_B,K_AS
36,S,encrypt,K_AB,K_AS
37,S,encrypt,N_B,K_BS
38,S,encrypt,ID_A,K_BS
39,S,encrypt,K_AB,K_BS
40,S,send,N_A,K_AS
41,S,send,ID_B,K_AS
42,S,send,K_AB,K_AS
43,S,send,N_B,K_BS
44,S,send,ID_A,K_BS
45,S,send,K_AB,K_BS
46,B,receive,N_A,K_AS
47,B,receive,ID_B,K_AS
48,B,receive,K_AB,K_AS
49,B,receive,N_B,K_BS
50,B,receive,ID_A,K_BS
51,B,receive,K_AB,K_BS
52,B,decrypt,N_B,K_BS
53,B,decrypt,ID_A,K_BS
54,B,decrypt,K_AB,K_BS
55,B,encrypt,N_A,K_AS
56,B,encrypt,ID_B,K_AS
57,B,encrypt,K_AB,K_AS
58,B,send,N_A,K_AS
59,B,send,ID_B,K_AS
60,B,send,K_AB,K_AS
61,A,receive,N_A,K_AS
62,A,receive,ID_B,K_AS
63,A,receive,K_AB,K_AS
64,A,decrypt,N_A,K_AS
65,A,decrypt,ID_B,K_AS
66,A,decrypt,K_AB,K_AS
