pp,ap,mp,kp
A,hash,ID_A,hK_AS
A,hash,ID_B,hK_AS
A,new,N_A, 
A,hash,N_A,hK_AS
A,send,ID_A,hK_AS
A,send,ID_B,hK_AS
A,send,N_A,hK_AS
B,receive,ID_A,hK_AS
B,receive,ID_B,hK_AS
B,receive,N_A,hK_AS
B,hash,ID_B,hK_BS
B,hash,ID_A,hK_BS
B,new,N_B, 
B,hash,N_B,hK_BS
B,send,ID_A,hK_AS
B,send,ID_B,hK_AS
B,send,N_A,hK_AS
B,send,ID_B,hK_BS
B,send,ID_A,hK_BS
B,send,N_B,hK_BS
S,receive,ID_A,hK_AS
S,receive,ID_B,hK_AS
S,receive,N_A,hK_AS
S,receive,ID_B,hK_BS
S,receive,ID_A,hK_BS
S,receive,N_B,hK_BS
S,decrypt,ID_A,hK_AS
S,decrypt,ID_B,hK_AS
S,decrypt,N_A,hK_AS
S,decrypt,ID_B,hK_BS
S,decrypt,ID_A,hK_BS
S,decrypt,N_B,hK_BS
S,hash,K_AS, 
S,hash,N_A, 
S,hash,K_BS, 
S,hash,N_B, 
S,send,K_AB, 
S,send,K_AS, 
S,send,N_A, 
S,send,K_AB, 
S,send,K_BS, 
S,send,N_B, 
B,receive,K_AB, 
B,receive,K_AS, 
B,receive,N_A, 
B,receive,K_AB, 
B,receive,K_BS, 
B,receive,N_B, 
B,hash,K_AS, 
B,hash,N_A, 
B,send,K_AB, 
B,send,K_AS, 
B,send,N_A, 
A,receive,K_AB, 
A,receive,K_AS, 
A,receive,N_A, 
