,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,N_A^',
2,A,send,ID_A,Pub_S
3,A,send,ID_B,Pub_S
4,A,send,N_A,Pub_S
5,A,send,K_AS,Pub_S
6,A,send,N_A^',
7,B,receive,ID_A,Pub_S
8,B,receive,ID_B,Pub_S
9,B,receive,N_A,Pub_S
10,B,receive,K_AS,Pub_S
11,B,receive,N_A^',
12,B,encrypt,ID_A,Pub_S
13,B,encrypt,ID_B,Pub_S
14,B,encrypt,N_A,Pub_S
15,B,encrypt,K_AS,Pub_S
16,B,encrypt,ID_B,Pub_S
17,B,encrypt,ID_A,Pub_S
18,B,new,N_B,
19,B,encrypt,N_B,Pub_S
20,B,encrypt,K_BS,Pub_S
21,B,send,ID_A,Pub_S
22,B,send,ID_B,Pub_S
23,B,send,N_A,Pub_S
24,B,send,K_AS,Pub_S
25,B,send,ID_B,Pub_S
26,B,send,ID_A,Pub_S
27,B,send,N_B,Pub_S
28,B,send,K_BS,Pub_S
29,S,receive,ID_A,Pub_S
30,S,receive,ID_B,Pub_S
31,S,receive,N_A,Pub_S
32,S,receive,K_AS,Pub_S
33,S,receive,ID_B,Pub_S
34,S,receive,ID_A,Pub_S
35,S,receive,N_B,Pub_S
36,S,receive,K_BS,Pub_S
37,S,decrypt,ID_A,Pri_S
38,S,decrypt,ID_B,Pri_S
39,S,decrypt,N_A,Pri_S
40,S,decrypt,K_AS,Pri_S
41,S,decrypt,ID_B,Pri_S
42,S,decrypt,ID_A,Pri_S
43,S,decrypt,N_B,Pri_S
44,S,decrypt,K_BS,Pri_S
45,S,encrypt,N_A,K_AS
46,S,encrypt,K_AB,K_AS
47,S,encrypt,N_B,K_BS
48,S,encrypt,K_AB,K_BS
49,S,new,N_S,
50,S,send,N_A,K_AS
51,S,send,K_AB,K_AS
52,S,send,N_B,K_BS
53,S,send,K_AB,K_BS
54,S,send,N_S,
55,B,receive,N_A,K_AS
56,B,receive,K_AB,K_AS
57,B,receive,N_B,K_BS
58,B,receive,K_AB,K_BS
59,B,receive,N_S,
60,B,decrypt,N_B,K_BS
61,B,decrypt,K_AB,K_BS
62,B,encrypt,N_A,K_AS
63,B,encrypt,K_AB,K_AS
64,B,hash,N_A^',
65,B,encrypt,N_A^',K_AB
66,B,new,N_B^',
67,B,encrypt,N_B^',K_AB
68,B,send,N_A,K_AS
69,B,send,K_AB,K_AS
70,B,send,N_A^',K_AB
71,B,send,N_B^',K_AB
72,A,receive,N_A,K_AS
73,A,receive,K_AB,K_AS
74,A,receive,N_A^',K_AB
75,A,receive,N_B^',K_AB
76,A,decrypt,N_A,K_AS
77,A,decrypt,K_AB,K_AS
78,A,decrypt,N_A^',K_AB
79,A,decrypt,N_B^',K_AB
80,A,hash,N_B^',
81,A,encrypt,N_B^',K_AB
82,A,send,N_B^',K_AB
83,B,receive,N_B^',K_AB
84,B,decrypt,N_B^',K_AB
