pp,ap,mp,kp
A,hash,K_AS, 
A,hash,ID_B, 
A,new,N_A, 
A,send,ID_A, 
A,send,K_AS, 
A,send,ID_B, 
A,send,N_A, 
B,receive,ID_A, 
B,receive,K_AS, 
B,receive,ID_B, 
B,receive,N_A, 
B,hash,K_BS, 
B,hash,ID_S, 
B,hash,ID_A, 
B,hash,N_A, 
B,hash,K_AS, 
B,hash,ID_B, 
B,new,N_B, 
B,send,ID_A, 
B,send,ID_B, 
B,send,K_BS, 
B,send,ID_S, 
B,send,ID_A, 
B,send,N_A, 
B,send,K_AS, 
B,send,ID_B, 
B,send,N_A, 
B,send,N_B, 
S,receive,ID_A, 
S,receive,ID_B, 
S,receive,K_BS, 
S,receive,ID_S, 
S,receive,ID_A, 
S,receive,N_A, 
S,receive,K_AS, 
S,receive,ID_B, 
S,receive,N_A, 
S,receive,N_B, 
S,hash,ID_A,hK_BS
S,hash,N_B,hK_BS
S,hash,K_BS, 
S,hash,ID_A, 
S,hash,N_B, 
S,hash,ID_B,hK_AS
S,hash,N_A,hK_AS
S,hash,K_AS, 
S,hash,ID_B, 
S,hash,N_A, 
S,send,K_AB, 
S,send,ID_A,hK_BS
S,send,N_B,hK_BS
S,send,K_BS, 
S,send,ID_A, 
S,send,N_B, 
S,send,K_AB, 
S,send,ID_B,hK_AS
S,send,N_A,hK_AS
S,send,K_AS, 
S,send,ID_B, 
S,send,N_A, 
B,receive,K_AB, 
B,receive,ID_A,hK_BS
B,receive,N_B,hK_BS
B,receive,K_BS, 
B,receive,ID_A, 
B,receive,N_B, 
B,receive,K_AB, 
B,receive,ID_B,hK_AS
B,receive,N_A,hK_AS
B,receive,K_AS, 
B,receive,ID_B, 
B,receive,N_A, 
B,decrypt,ID_A,hK_BS
B,decrypt,N_B,hK_BS
B,hash,K_AS, 
B,hash,ID_B, 
B,hash,N_A, 
B,send,K_AB, 
B,send,ID_B,hK_AS
B,send,N_A,hK_AS
B,send,K_AS, 
B,send,ID_B, 
B,send,N_A, 
A,receive,K_AB, 
A,receive,ID_B,hK_AS
A,receive,N_A,hK_AS
A,receive,K_AS, 
A,receive,ID_B, 
A,receive,N_A, 
A,decrypt,ID_B,hK_AS
A,decrypt,N_A,hK_AS
