,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,N_A,
2,A,send,Cert_A,
3,B,receive,N_A,
4,B,receive,Cert_A,
5,B,encrypt,ID_B,Pub_A
6,B,encrypt,ID_A,Pub_A
7,B,encrypt,K_AB^',Pub_A
8,B,new,N_B,
9,B,encrypt,N_B,Pub_A
10,B,new,N_A,
11,B,encrypt,N_A,Pub_A
12,B,send,ID_B,Pub_A
13,B,send,ID_A,Pub_A
14,B,send,K_AB^',Pub_A
15,B,send,N_B,Pub_A
16,B,send,N_A,Pub_A
17,A,receive,ID_B,Pub_A
18,A,receive,ID_A,Pub_A
19,A,receive,K_AB^',Pub_A
20,A,receive,N_B,Pub_A
21,A,receive,N_A,Pub_A
22,A,decrypt,ID_B,Pri_A
23,A,decrypt,ID_A,Pri_A
24,A,decrypt,K_AB^',Pri_A
25,A,decrypt,N_B,Pri_A
26,A,decrypt,N_A,Pri_A
27,A,new,N_B,
28,A,send,N_B,
29,B,receive,N_B,
