pp,ap,mp,kp
A,new,N_A, 
A,send,ID_A, 
A,send,N_A, 
B,receive,ID_A, 
B,receive,N_A, 
B,encrypt,N_A,K_AB
B,new,N_B, 
B,encrypt,N_B,K_AB
B,encrypt,K_AB^',K_AB
B,encrypt,ID_B,K_AB
B,hash,N_A,hK_AB^'
B,hash,K_AB^',hK_AB^'
B,hash,ID_B,hK_AB^'
B,send,N_A,K_AB
B,send,N_B,K_AB
B,send,K_AB^',K_AB
B,send,ID_B,K_AB
B,send,N_A,hK_AB^'
B,send,K_AB^',hK_AB^'
B,send,ID_B,hK_AB^'
A,receive,N_A,K_AB
A,receive,N_B,K_AB
A,receive,K_AB^',K_AB
A,receive,ID_B,K_AB
A,receive,N_A,hK_AB^'
A,receive,K_AB^',hK_AB^'
A,receive,ID_B,hK_AB^'
A,decrypt,N_A,K_AB
A,decrypt,N_B,K_AB
A,decrypt,K_AB^',K_AB
A,decrypt,ID_B,K_AB
A,decrypt,N_A,hK_AB^'
A,decrypt,K_AB^',hK_AB^'
A,decrypt,ID_B,hK_AB^'
A,encrypt,N_B,K_AB
A,encrypt,K_AB^',K_AB
A,encrypt,ID_A,K_AB
A,send,N_B,K_AB
A,send,K_AB^',K_AB
A,send,ID_A,K_AB
B,receive,N_B,K_AB
B,receive,K_AB^',K_AB
B,receive,ID_A,K_AB
B,decrypt,N_B,K_AB
B,decrypt,K_AB^',K_AB
B,decrypt,ID_A,K_AB
