,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,N_A^',
2,A,send,ID_A,
3,A,send,N_A,
4,A,send,N_A^',
5,B,receive,ID_A,
6,B,receive,N_A,
7,B,receive,N_A^',
8,B,new,N_B,
9,B,new,N_B^',
10,B,send,ID_A,
11,B,send,N_A,
12,B,send,ID_B,
13,B,send,N_B,
14,B,send,N_B^',
15,S,receive,ID_A,
16,S,receive,N_A,
17,S,receive,ID_B,
18,S,receive,N_B,
19,S,receive,N_B^',
20,S,encrypt,K_AB,K_BS
21,S,encrypt,ID_A,K_BS
22,S,new,N_B,
23,S,encrypt,N_B,K_BS
24,S,encrypt,K_AB,K_AS
25,S,encrypt,ID_B,K_AS
26,S,new,N_A,
27,S,encrypt,N_A,K_AS
28,S,send,K_AB,K_BS
29,S,send,ID_A,K_BS
30,S,send,N_B,K_BS
31,S,send,K_AB,K_AS
32,S,send,ID_B,K_AS
33,S,send,N_A,K_AS
34,B,receive,K_AB,K_BS
35,B,receive,ID_A,K_BS
36,B,receive,N_B,K_BS
37,B,receive,K_AB,K_AS
38,B,receive,ID_B,K_AS
39,B,receive,N_A,K_AS
40,B,decrypt,K_AB,K_BS
41,B,decrypt,ID_A,K_BS
42,B,decrypt,N_B,K_BS
43,B,encrypt,K_AB,K_AS
44,B,encrypt,ID_B,K_AS
45,B,encrypt,N_A,K_AS
46,B,send,K_AB,K_AS
47,B,send,ID_B,K_AS
48,B,send,N_A,K_AS
49,A,receive,K_AB,K_AS
50,A,receive,ID_B,K_AS
51,A,receive,N_A,K_AS
52,A,decrypt,K_AB,K_AS
53,A,decrypt,ID_B,K_AS
54,A,decrypt,N_A,K_AS
