pp,ap,mp,kp
A,send,ID_A, 
A,send,Cert_A, 
B,receive,ID_A, 
B,receive,Cert_A, 
B,encrypt,ID_B,Pub_A
B,encrypt,ID_B,Password_B
B,encrypt,ID_B,Pub_A
B,encrypt,Cert_B,Pub_A
B,sign,ID_B,Pri_B
B,encrypt,ID_B,Pub_A
B,sign,ID_A,Pri_B
B,encrypt,ID_A,Pub_A
B,new,T_B, 
B,sign,T_B,Pri_B
B,encrypt,T_B,Pub_A
B,send,ID_B,Pub_A
B,send,ID_B,Password_B Pub_A
B,send,Cert_B,Pub_A
B,send,ID_B,Pri_B Pub_A
B,send,ID_A,Pri_B Pub_A
B,send,T_B,Pri_B Pub_A
A,receive,ID_B,Pub_A
A,receive,ID_B,Password_B Pub_A
A,receive,Cert_B,Pub_A
A,receive,ID_B,Pri_B Pub_A
A,receive,ID_A,Pri_B Pub_A
A,receive,T_B,Pri_B Pub_A
A,decrypt,ID_B,Pri_A
A,decrypt,ID_B,Pri_A
A,decrypt,Cert_B,Pri_A
A,verify,ID_B,Pub_B
A,decrypt,ID_B,Pri_A
A,verify,ID_A,Pub_B
A,decrypt,ID_A,Pri_A
A,verify,T_B,Pub_B
A,decrypt,T_B,Pri_A
A,encrypt,ID_A,Pub_B
A,encrypt,ID_B,Password_B
A,encrypt,ID_B,Pub_B
A,sign,ID_A,Pri_A
A,encrypt,ID_A,Password_B
A,encrypt,ID_A,Pub_B
A,sign,ID_B,Pri_A
A,encrypt,ID_B,Password_B
A,encrypt,ID_B,Pub_B
A,new,T_A, 
A,sign,T_A,Pri_A
A,encrypt,T_A,Password_B
A,encrypt,T_A,Pub_B
A,encrypt,ID_B,Password_B
A,encrypt,ID_B,Pub_B
A,encrypt,ID_A,Password_B
A,encrypt,ID_A,Pub_B
A,encrypt,T_B,Password_B
A,encrypt,T_B,Pub_B
A,send,ID_A,Pub_B
A,send,ID_B,Password_B Pub_B
A,send,ID_A, 
A,send,ID_B, 
A,send,T_A, 
A,send,ID_B, 
A,send,ID_A, 
A,send,T_B, 
B,receive,ID_A,Pub_B
B,receive,ID_B,Password_B Pub_B
B,receive,ID_A, 
B,receive,ID_B, 
B,receive,T_A, 
B,receive,ID_B, 
B,receive,ID_A, 
B,receive,T_B, 
B,decrypt,ID_A,Pri_B
B,decrypt,ID_B,Pri_B
B,verify,ID_A,Pub_A
B,decrypt,ID_A,Pri_B
B,verify,ID_B,Pub_A
B,decrypt,ID_B,Pri_B
B,verify,T_A,Pub_A
B,decrypt,T_A,Pri_B
B,verify,ID_B,Pub_B
B,decrypt,ID_B,Pri_B
B,verify,ID_A,Pub_B
B,decrypt,ID_A,Pri_B
B,verify,T_B,Pub_B
B,decrypt,T_B,Pri_B
