pp,ap,mp,kp
A,send,ID_A, 
A,send,ID_B, 
S,receive,ID_A, 
S,receive,ID_B, 
S,encrypt,a^x,Password_A
S,send,a^x,Password_A
S,send,a^y,Password_B
A,receive,a^x,Password_A
A,receive,a^y,Password_B
A,encrypt,ID_A,K_AS
A,encrypt,ID_B,K_AS
A,encrypt,a^x,K_AS
A,encrypt,a^y,Password_B
A,send,ID_A, 
A,send,b^x, 
A,send,ID_A,K_AS
A,send,ID_B,K_AS
A,send,a^x,K_AS
A,send,a^y,Password_B
B,receive,ID_A, 
B,receive,b^x, 
B,receive,ID_A,K_AS
B,receive,ID_B,K_AS
B,receive,a^x,K_AS
B,receive,a^y,Password_B
B,encrypt,ID_A,K_AS
B,encrypt,ID_B,K_AS
B,encrypt,a^x,K_AS
B,encrypt,ID_A,K_BS
B,encrypt,ID_B,K_BS
B,encrypt,a^y,K_BS
B,send,b^x, 
B,send,ID_A,K_AS
B,send,ID_B,K_AS
B,send,a^x,K_AS
B,send,b^y, 
B,send,ID_A,K_BS
B,send,ID_B,K_BS
B,send,a^y,K_BS
S,receive,b^x, 
S,receive,ID_A,K_AS
S,receive,ID_B,K_AS
S,receive,a^x,K_AS
S,receive,b^y, 
S,receive,ID_A,K_BS
S,receive,ID_B,K_BS
S,receive,a^y,K_BS
S,decrypt,ID_A,K_AS
S,decrypt,ID_B,K_AS
S,decrypt,a^x,K_AS
S,decrypt,ID_A,K_BS
S,decrypt,ID_B,K_BS
S,decrypt,a^y,K_BS
S,encrypt,ID_A,K_AS
S,encrypt,ID_B,K_AS
S,encrypt,b^x,K_AS
S,encrypt,b^y,K_AS
S,encrypt,ID_A,K_BS
S,encrypt,ID_B,K_BS
S,encrypt,b^x,K_BS
S,encrypt,b^y,K_BS
S,send,ID_A,K_AS
S,send,ID_B,K_AS
S,send,b^x,K_AS
S,send,b^y,K_AS
S,send,ID_A,K_BS
S,send,ID_B,K_BS
S,send,b^x,K_BS
S,send,b^y,K_BS
B,receive,ID_A,K_AS
B,receive,ID_B,K_AS
B,receive,b^x,K_AS
B,receive,b^y,K_AS
B,receive,ID_A,K_BS
B,receive,ID_B,K_BS
B,receive,b^x,K_BS
B,receive,b^y,K_BS
B,decrypt,ID_A,K_BS
B,decrypt,ID_B,K_BS
B,decrypt,b^x,K_BS
B,decrypt,b^y,K_BS
B,encrypt,ID_A,K_AS
B,encrypt,ID_B,K_AS
B,encrypt,b^x,K_AS
B,encrypt,b^y,K_AS
B,encrypt,ID_A,K_AB
B,encrypt,ID_B,K_AB
B,encrypt,b^x,K_AB
B,encrypt,b^y,K_AB
B,send,ID_A,K_AS
B,send,ID_B,K_AS
B,send,b^x,K_AS
B,send,b^y,K_AS
B,send,ID_A,K_AB
B,send,ID_B,K_AB
B,send,b^x,K_AB
B,send,b^y,K_AB
A,receive,ID_A,K_AS
A,receive,ID_B,K_AS
A,receive,b^x,K_AS
A,receive,b^y,K_AS
A,receive,ID_A,K_AB
A,receive,ID_B,K_AB
A,receive,b^x,K_AB
A,receive,b^y,K_AB
A,decrypt,ID_A,K_AS
A,decrypt,ID_B,K_AS
A,decrypt,b^x,K_AS
A,decrypt,b^y,K_AS
A,decrypt,ID_A,K_AB
A,decrypt,ID_B,K_AB
A,decrypt,b^x,K_AB
A,decrypt,b^y,K_AB
A,encrypt,ID_A,K_AB
A,encrypt,ID_B,K_AB
A,encrypt,b^y,K_AB
A,send,ID_A,K_AB
A,send,ID_B,K_AB
A,send,b^y,K_AB
B,receive,ID_A,K_AB
B,receive,ID_B,K_AB
B,receive,b^y,K_AB
B,decrypt,ID_A,K_AB
B,decrypt,ID_B,K_AB
B,decrypt,b^y,K_AB
