pp,ap,mp,kp
A,new,N_A, 
A,hash,K_AB, 
A,hash,ID_A, 
A,hash,ID_B, 
A,hash,N_A, 
A,send,ID_A, 
A,send,N_A, 
A,send,K_AB, 
A,send,ID_A, 
A,send,ID_B, 
A,send,N_A, 
B,receive,ID_A, 
B,receive,N_A, 
B,receive,K_AB, 
B,receive,ID_A, 
B,receive,ID_B, 
B,receive,N_A, 
B,new,N_B, 
B,hash,K_BS, 
B,hash,ID_B, 
B,hash,ID_A, 
B,hash,N_A, 
B,send,ID_A, 
B,send,N_B, 
B,send,K_BS, 
B,send,ID_B, 
B,send,ID_A, 
B,send,N_A, 
A,receive,ID_A, 
A,receive,N_B, 
A,receive,K_BS, 
A,receive,ID_B, 
A,receive,ID_A, 
A,receive,N_A, 
A,hash,K_BS, 
A,hash,ID_B, 
A,hash,ID_A, 
A,hash,N_A, 
A,send,N_A, 
A,send,K_BS, 
A,send,ID_B, 
A,send,ID_A, 
A,send,N_A, 
S,receive,N_A, 
S,receive,K_BS, 
S,receive,ID_B, 
S,receive,ID_A, 
S,receive,N_A, 
S,hash,K_AS, 
S,hash,ID_A, 
S,hash,ID_B, 
S,hash,N_A, 
S,send,K_AS, 
S,send,ID_A, 
S,send,ID_B, 
S,send,N_A, 
A,receive,K_AS, 
A,receive,ID_A, 
A,receive,ID_B, 
A,receive,N_A, 
A,hash,K_AB, 
A,hash,ID_A, 
A,hash,ID_B, 
A,hash,N_B, 
A,send,K_AB, 
A,send,ID_A, 
A,send,ID_B, 
A,send,N_B, 
B,receive,K_AB, 
B,receive,ID_A, 
B,receive,ID_B, 
B,receive,N_B, 
