,pp,ap,mp,kp
0,A,encrypt,a^x,Password_A
1,A,new,N_A,
2,A,send,ID_A,
3,A,send,ID_B,
4,A,send,a^x,Password_A
5,A,send,N_A,
6,S,receive,ID_A,
7,S,receive,ID_B,
8,S,receive,a^x,Password_A
9,S,receive,N_A,
10,S,encrypt,ID_B,Password_A
11,S,encrypt,K_AS,Password_A
12,S,new,T_S,
13,S,encrypt,T_S,Password_A
14,S,send,ID_B,Password_A
15,S,send,K_AS,Password_A
16,S,send,T_S,Password_A
17,S,send,ID_A,Password_B
18,S,send,K_BS,Password_B
19,S,send,T_S,Password_B
20,A,receive,ID_B,Password_A
21,A,receive,K_AS,Password_A
22,A,receive,T_S,Password_A
23,A,receive,ID_A,Password_B
24,A,receive,K_BS,Password_B
25,A,receive,T_S,Password_B
26,A,hash,ID_B,
27,A,hash,Password_A,
28,A,hash,K_AS,
29,A,encrypt,ID_A,Password_B
30,A,encrypt,K_BS,Password_B
31,A,encrypt,T_S,Password_B
32,A,send,ID_B,
33,A,send,Password_A,
34,A,send,K_AS,
35,A,send,ID_A,Password_B
36,A,send,K_BS,Password_B
37,A,send,T_S,Password_B
38,B,receive,ID_B,
39,B,receive,Password_A,
40,B,receive,K_AS,
41,B,receive,ID_A,Password_B
42,B,receive,K_BS,Password_B
43,B,receive,T_S,Password_B
44,B,hash,ID_B,
45,B,hash,Password_A,
46,B,hash,K_AS,
47,B,hash,ID_A,
48,B,hash,Password_B,
49,B,hash,K_BS,
50,B,encrypt,a^y,Password_B
51,B,send,ID_B,
52,B,send,Password_A,
53,B,send,K_AS,
54,B,send,ID_A,
55,B,send,Password_B,
56,B,send,K_BS,
57,B,send,a^y,Password_B
58,S,receive,ID_B,
59,S,receive,Password_A,
60,S,receive,K_AS,
61,S,receive,ID_A,
62,S,receive,Password_B,
63,S,receive,K_BS,
64,S,receive,a^y,Password_B
65,S,encrypt,a^y,K_AS
66,S,encrypt,a^x,K_BS
67,S,hash,a^x,hK_AS
68,S,hash,a^y,hK_AS
69,S,hash,a^x,hK_BS
70,S,hash,a^y,hK_BS
71,S,send,a^y,K_AS
72,S,send,a^x,K_BS
73,S,send,a^x,hK_AS
74,S,send,a^y,hK_AS
75,S,send,a^x,hK_BS
76,S,send,a^y,hK_BS
77,B,receive,a^y,K_AS
78,B,receive,a^x,K_BS
79,B,receive,a^x,hK_AS
80,B,receive,a^y,hK_AS
81,B,receive,a^x,hK_BS
82,B,receive,a^y,hK_BS
83,B,decrypt,a^x,K_BS
84,B,decrypt,a^x,hK_BS
85,B,decrypt,a^y,hK_BS
86,B,encrypt,a^y,K_AS
87,B,new,N_B,
88,B,new,N_B,
89,B,send,a^y,K_AS
90,B,send,a^x,hK_AS
91,B,send,a^y,hK_AS
92,B,send,N_B,hK_AB
93,B,send,N_B,
94,A,receive,a^y,K_AS
95,A,receive,a^x,hK_AS
96,A,receive,a^y,hK_AS
97,A,receive,N_B,hK_AB
98,A,receive,N_B,
99,A,decrypt,a^y,K_AS
100,A,decrypt,a^x,hK_AS
101,A,decrypt,a^y,hK_AS
102,A,hash,N_B+1,hK_AB
103,A,send,N_B+1,hK_AB
104,B,receive,N_B+1,hK_AB
105,B,decrypt,N_B+1,hK_AB
