,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,N_A,
2,A,send,a^x,
3,B,receive,N_A,
4,B,receive,a^x,
5,B,new,N_B,
6,B,hash,ID_B,
7,B,hash,N_A+1,
8,B,hash,a^x,
9,B,hash,N_B,
10,B,hash,a^y,
11,B,hash,K_AB,
12,B,hash,Password_B,
13,B,send,N_B,
14,B,send,a^y,
15,B,send,ID_B,
16,B,send,N_A+1,
17,B,send,a^x,
18,B,send,N_B,
19,B,send,a^y,
20,B,send,K_AB,
21,B,send,Password_B,
22,A,receive,N_B,
23,A,receive,a^y,
24,A,receive,ID_B,
25,A,receive,N_A+1,
26,A,receive,a^x,
27,A,receive,N_B,
28,A,receive,a^y,
29,A,receive,K_AB,
30,A,receive,Password_B,
31,A,hash,ID_A,
32,A,new,N_A^',
33,A,hash,N_A^',
34,A,hash,a^x,
35,A,hash,N_B+1,
36,A,hash,a^y,
37,A,hash,K_AB,
38,A,hash,Password_B,
39,A,send,ID_A,
40,A,send,N_A^',
41,A,send,a^x,
42,A,send,N_B+1,
43,A,send,a^y,
44,A,send,K_AB,
45,A,send,Password_B,
46,B,receive,ID_A,
47,B,receive,N_A^',
48,B,receive,a^x,
49,B,receive,N_B+1,
50,B,receive,a^y,
51,B,receive,K_AB,
52,B,receive,Password_B,
