pp,ap,mp,kp
A,send,ID_A, 
A,send,K_AS,Pub_S
A,send,a^x,Pub_S
A,send,Password_A,Pub_S
B,receive,ID_A, 
B,receive,K_AS,Pub_S
B,receive,a^x,Pub_S
B,receive,Password_A,Pub_S
B,encrypt,K_AS,Pub_S
B,encrypt,a^x,Pub_S
B,encrypt,Password_A,Pub_S
B,encrypt,K_BS,Pub_S
B,encrypt,a^y,Pub_S
B,encrypt,Password_B,Pub_S
B,send,ID_A, 
B,send,K_AS,Pub_S
B,send,a^x,Pub_S
B,send,Password_A,Pub_S
B,send,K_BS,Pub_S
B,send,a^y,Pub_S
B,send,Password_B,Pub_S
S,receive,ID_A, 
S,receive,K_AS,Pub_S
S,receive,a^x,Pub_S
S,receive,Password_A,Pub_S
S,receive,K_BS,Pub_S
S,receive,a^y,Pub_S
S,receive,Password_B,Pub_S
S,decrypt,K_AS,Pri_S
S,decrypt,a^x,Pri_S
S,decrypt,Password_A,Pri_S
S,decrypt,K_BS,Pri_S
S,decrypt,a^y,Pri_S
S,decrypt,Password_B,Pri_S
S,encrypt,ID_B,K_AS
S,encrypt,a^y,K_AS
S,encrypt,ID_A,K_BS
S,encrypt,a^x,K_BS
S,send,ID_B,K_AS
S,send,a^y,K_AS
S,send,ID_A,K_BS
S,send,a^x,K_BS
B,receive,ID_B,K_AS
B,receive,a^y,K_AS
B,receive,ID_A,K_BS
B,receive,a^x,K_BS
B,decrypt,ID_A,K_BS
B,decrypt,a^x,K_BS
B,encrypt,ID_B,K_AS
B,encrypt,a^y,K_AS
B,hash,ID_A, 
B,encrypt,ID_A,K_AB
B,hash,K_AS, 
B,encrypt,K_AS,K_AB
B,hash,a^x, 
B,encrypt,a^x,K_AB
B,hash,Password_A, 
B,encrypt,Password_A,K_AB
B,new,N_B, 
B,encrypt,N_B,K_AB
B,send,ID_B,K_AS
B,send,a^y,K_AS
B,send,ID_A,K_AB
B,send,K_AS,Pub_S K_AB
B,send,a^x,Pub_S K_AB
B,send,Password_A,Pub_S K_AB
B,send,N_B,K_AB
A,receive,ID_B,K_AS
A,receive,a^y,K_AS
A,receive,ID_A,K_AB
A,receive,K_AS,Pub_S K_AB
A,receive,a^x,Pub_S K_AB
A,receive,Password_A,Pub_S K_AB
A,receive,N_B,K_AB
A,decrypt,ID_B,K_AS
A,decrypt,a^y,K_AS
A,decrypt,ID_A,K_AB
A,decrypt,K_AS,K_AB
A,decrypt,a^x,K_AB
A,decrypt,Password_A,K_AB
A,decrypt,N_B,K_AB
A,send,N_B, 
B,receive,N_B, 
