,pp,ap,mp,kp
0,A,encrypt,K_(Pub_A),Password_A
1,A,new,N_A^',
2,A,send,ID_A,
3,A,send,K_(Pub_A),Password_A
4,A,send,N_A^',
5,B,receive,ID_A,
6,B,receive,K_(Pub_A),Password_A
7,B,receive,N_A^',
8,B,encrypt,K_AB,Password_A
9,B,send,K_AB,Password_A
10,A,receive,K_AB,Password_A
11,A,new,N_A,
12,A,send,N_A,
13,B,receive,N_A,
14,B,encrypt,N_A,K_AB
15,B,new,N_B,
16,B,encrypt,N_B,K_AB
17,B,send,N_A,K_AB
18,B,send,N_B,K_AB
19,A,receive,N_A,K_AB
20,A,receive,N_B,K_AB
21,A,decrypt,N_A,K_AB
22,A,decrypt,N_B,K_AB
23,A,new,N_B,
24,A,send,N_B,K_AB
25,B,receive,N_B,K_AB
