,pp,ap,mp,kp
0,A,encrypt,K_(Pub_A),Password_A
1,A,send,ID_A,
2,A,send,K_(Pub_A),Password_A
3,B,receive,ID_A,
4,B,receive,K_(Pub_A),Password_A
5,B,encrypt,K_AB,Password_A
6,B,send,K_AB,Password_A
7,B,send,ID_B,
8,A,receive,K_AB,Password_A
9,A,receive,ID_B,
10,A,new,N_A,
11,A,send,N_A,
12,B,receive,N_A,
13,B,encrypt,N_A,K_AB
14,B,new,N_B,
15,B,encrypt,N_B,K_AB
16,B,send,N_A,K_AB
17,B,send,N_B,K_AB
18,A,receive,N_A,K_AB
19,A,receive,N_B,K_AB
20,A,decrypt,N_A,K_AB
21,A,decrypt,N_B,K_AB
22,A,new,N_B,
23,A,send,N_B,K_AB
24,B,receive,N_B,K_AB
