,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,N_A,
2,A,send,ID_S,
3,A,send,N_A,Pub_S
4,A,send,Password_A,Pub_S
5,A,send,ID_B,Pub_S
6,B,receive,N_A,
7,B,receive,ID_S,
8,B,receive,N_A,Pub_S
9,B,receive,Password_A,Pub_S
10,B,receive,ID_B,Pub_S
11,B,new,N_B,
12,B,encrypt,N_A,Pub_S
13,B,encrypt,Password_A,Pub_S
14,B,encrypt,ID_B,Pub_S
15,B,send,N_B,
16,B,send,N_A,Pub_S
17,B,send,Password_A,Pub_S
18,B,send,ID_B,Pub_S
19,S,receive,N_B,
20,S,receive,N_A,Pub_S
21,S,receive,Password_A,Pub_S
22,S,receive,ID_B,Pub_S
23,S,decrypt,N_A,Pri_S
24,S,decrypt,Password_A,Pri_S
25,S,decrypt,ID_B,Pri_S
26,S,encrypt,N_A,K_AS
27,S,encrypt,ID_A,K_AS
28,S,encrypt,K_AB,K_AS
29,S,new,T_S,
30,S,encrypt,T_S,K_AS
31,S,encrypt,N_B,K_BS
32,S,encrypt,ID_A,K_BS
33,S,encrypt,K_AB,K_BS
34,S,encrypt,T_S,K_BS
35,S,sign,ID_A,Pri_S
36,S,sign,ID_B,Pri_S
37,S,sign,T_S,Pri_S
38,S,hash,ID_A,hK_BS
39,S,hash,ID_B,hK_BS
40,S,hash,T_S,hK_BS
41,S,hash,ID_S,hK_BS
42,S,send,N_A,K_AS
43,S,send,ID_A,K_AS
44,S,send,K_AB,K_AS
45,S,send,T_S,K_AS
46,S,send,N_B,K_BS
47,S,send,ID_A,K_BS
48,S,send,K_AB,K_BS
49,S,send,T_S,K_BS
50,S,send,ID_A,Pri_S
51,S,send,ID_B,Pri_S
52,S,send,T_S,Pri_S
53,S,send,ID_A,hK_BS
54,S,send,ID_B,hK_BS
55,S,send,T_S,hK_BS
56,S,send,ID_S,hK_BS
57,B,receive,N_A,K_AS
58,B,receive,ID_A,K_AS
59,B,receive,K_AB,K_AS
60,B,receive,T_S,K_AS
61,B,receive,N_B,K_BS
62,B,receive,ID_A,K_BS
63,B,receive,K_AB,K_BS
64,B,receive,T_S,K_BS
65,B,receive,ID_A,Pri_S
66,B,receive,ID_B,Pri_S
67,B,receive,T_S,Pri_S
68,B,receive,ID_A,hK_BS
69,B,receive,ID_B,hK_BS
70,B,receive,T_S,hK_BS
71,B,receive,ID_S,hK_BS
72,B,decrypt,N_B,K_BS
73,B,decrypt,ID_A,K_BS
74,B,decrypt,K_AB,K_BS
75,B,decrypt,T_S,K_BS
76,B,verify,ID_A,Pub_S
77,B,verify,ID_B,Pub_S
78,B,verify,T_S,Pub_S
79,B,decrypt,ID_A,hK_BS
80,B,decrypt,ID_B,hK_BS
81,B,decrypt,T_S,hK_BS
82,B,decrypt,ID_S,hK_BS
83,B,encrypt,N_A,K_AS
84,B,encrypt,ID_A,K_AS
85,B,encrypt,K_AB,K_AS
86,B,encrypt,T_S,K_AS
87,B,hash,K_AB,
88,B,hash,N_A,
89,B,send,N_A,K_AS
90,B,send,ID_A,K_AS
91,B,send,K_AB,K_AS
92,B,send,T_S,K_AS
93,B,send,K_AB,
94,B,send,N_A,
95,B,send,N_B,
96,A,receive,N_A,K_AS
97,A,receive,ID_A,K_AS
98,A,receive,K_AB,K_AS
99,A,receive,T_S,K_AS
100,A,receive,K_AB,
101,A,receive,N_A,
102,A,receive,N_B,
103,A,decrypt,N_A,K_AS
104,A,decrypt,ID_A,K_AS
105,A,decrypt,K_AB,K_AS
106,A,decrypt,T_S,K_AS
107,A,hash,K_AB,
108,A,hash,N_A,
109,A,hash,N_B,
110,A,send,K_AB,
111,A,send,N_A,
112,A,send,N_B,
113,B,receive,K_AB,
114,B,receive,N_A,
115,B,receive,N_B,
