,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,ID_A,
2,A,send,ID_B,
3,A,send,N_A,
4,S,receive,ID_A,
5,S,receive,ID_B,
6,S,receive,N_A,
7,S,encrypt,N_A,K_AS
8,S,encrypt,K_AB,K_AS
9,S,encrypt,ID_B,K_AS
10,S,new,N_S,
11,S,send,N_A,K_AS
12,S,send,K_AB,K_AS
13,S,send,ID_B,K_AS
14,S,send,N_A,hK_AB
15,S,send,K_AB,hK_AB
16,S,send,ID_B,hK_AB
17,S,send,N_S,
18,A,receive,N_A,K_AS
19,A,receive,K_AB,K_AS
20,A,receive,ID_B,K_AS
21,A,receive,N_A,hK_AB
22,A,receive,K_AB,hK_AB
23,A,receive,ID_B,hK_AB
24,A,receive,N_S,
25,A,decrypt,N_A,K_AS
26,A,decrypt,K_AB,K_AS
27,A,decrypt,ID_B,K_AS
28,A,decrypt,N_A,hK_AB
29,A,decrypt,K_AB,hK_AB
30,A,decrypt,ID_B,hK_AB
31,B,new,N_B,
32,B,send,ID_B,
33,B,send,ID_A,
34,B,send,N_B,
35,S,receive,ID_B,
36,S,receive,ID_A,
37,S,receive,N_B,
38,S,encrypt,N_B,K_BS
39,S,encrypt,K_AB,K_BS
40,S,encrypt,ID_A,K_BS
41,S,send,N_B,K_BS
42,S,send,K_AB,K_BS
43,S,send,ID_A,K_BS
44,S,send,N_B,hK_AB
45,S,send,K_AB,hK_AB
46,S,send,ID_A,hK_AB
47,B,receive,N_B,K_BS
48,B,receive,K_AB,K_BS
49,B,receive,ID_A,K_BS
50,B,receive,N_B,hK_AB
51,B,receive,K_AB,hK_AB
52,B,receive,ID_A,hK_AB
53,B,decrypt,N_B,K_BS
54,B,decrypt,K_AB,K_BS
55,B,decrypt,ID_A,K_BS
56,B,decrypt,N_B,hK_AB
57,B,decrypt,K_AB,hK_AB
58,B,decrypt,ID_A,hK_AB
59,A,new,N_A^',
60,A,send,ID_A,
61,A,send,N_A^',
62,B,receive,ID_A,
63,B,receive,N_A^',
64,B,encrypt,N_A^',K_AB
65,B,new,N_B^',
66,B,encrypt,N_B^',K_AB
67,B,encrypt,ID_B,K_AB
68,B,send,N_A^',K_AB
69,B,send,N_B^',K_AB
70,B,send,ID_B,K_AB
71,B,send,N_B^',
72,A,receive,N_A^',K_AB
73,A,receive,N_B^',K_AB
74,A,receive,ID_B,K_AB
75,A,receive,N_B^',
76,A,decrypt,N_A^',K_AB
77,A,decrypt,N_B^',K_AB
78,A,decrypt,ID_B,K_AB
79,A,encrypt,N_A^',K_AB
80,A,encrypt,N_B^',K_AB
81,A,encrypt,ID_A,K_AB
82,A,send,N_A^',K_AB
83,A,send,N_B^',K_AB
84,A,send,ID_A,K_AB
85,B,receive,N_A^',K_AB
86,B,receive,N_B^',K_AB
87,B,receive,ID_A,K_AB
88,B,decrypt,N_A^',K_AB
89,B,decrypt,N_B^',K_AB
90,B,decrypt,ID_A,K_AB
