pp,ap,mp,kp
A,new,N_A, 
A,send,N_A, 
B,receive,N_A, 
B,hash,K_BS, 
B,new,N_B, 
B,hash,N_A,hK_BS
B,hash,N_B,hK_BS
B,send,K_BS, 
B,send,N_B, 
B,send,N_A,hK_BS
B,send,N_B,hK_BS
A,receive,K_BS, 
A,receive,N_B, 
A,receive,N_A,hK_BS
A,receive,N_B,hK_BS
A,hash,K_BS, 
A,hash,N_A,hK_BS
A,hash,N_B,hK_BS
A,send,N_A, 
A,send,K_BS, 
A,send,N_B, 
A,send,N_A,hK_BS
A,send,N_B,hK_BS
S,receive,N_A, 
S,receive,K_BS, 
S,receive,N_B, 
S,receive,N_A,hK_BS
S,receive,N_B,hK_BS
S,decrypt,N_A,hK_BS
S,decrypt,N_B,hK_BS
S,hash,K_BS, 
S,send,ID_B, 
S,send,K_BS, 
S,send,N_B, 
A,receive,ID_B, 
A,receive,K_BS, 
A,receive,N_B, 
A,hash,K_BS, 
A,send,K_BS, 
A,send,N_B, 
B,receive,K_BS, 
B,receive,N_B, 
