,pp,ap,mp,kp
0,A,new,N_A,
1,A,encrypt,N_A,Pub_B
2,A,encrypt,ID_A,Pub_B
3,A,new,N_A^',
4,A,send,ID_A,
5,A,send,N_A,Pub_B
6,A,send,ID_A,Pub_B
7,A,send,N_A^',
8,B,receive,ID_A,
9,B,receive,N_A,Pub_B
10,B,receive,ID_A,Pub_B
11,B,receive,N_A^',
12,B,decrypt,N_A,Pri_B
13,B,decrypt,ID_A,Pri_B
14,B,encrypt,N_A+1,Pub_A
15,B,new,N_B,
16,B,encrypt,N_B,Pub_A
17,B,encrypt,ID_B,Pub_A
18,B,encrypt,K_AB,Pub_A
19,B,send,N_A+1,Pub_A
20,B,send,N_B,Pub_A
21,B,send,ID_B,Pub_A
22,B,send,K_AB,Pub_A
23,A,receive,N_A+1,Pub_A
24,A,receive,N_B,Pub_A
25,A,receive,ID_B,Pub_A
26,A,receive,K_AB,Pub_A
27,A,decrypt,N_A+1,Pri_A
28,A,decrypt,N_B,Pri_A
29,A,decrypt,ID_B,Pri_A
30,A,decrypt,K_AB,Pri_A
31,A,encrypt,N_B+1,Pub_B
32,A,send,N_B+1,Pub_B
33,B,receive,N_B+1,Pub_B
34,B,decrypt,N_B+1,Pri_B
