pp,ap,mp,kp
A,send,ID_A, 
A,send,a^x, 
B,receive,ID_A, 
B,receive,a^x, 
B,encrypt,ID_A,Password_A
B,encrypt,ID_B,Password_A
B,encrypt,a^y,Password_A
B,send,ID_A,Password_A
B,send,ID_B,Password_A
B,send,a^y,Password_A
A,receive,ID_A,Password_A
A,receive,ID_B,Password_A
A,receive,a^y,Password_A
A,hash,a^x, 
A,hash,K_AB, 
A,send,a^x, 
A,send,K_AB, 
B,receive,a^x, 
B,receive,K_AB, 
B,encrypt,ID_A,Password_A
B,hash,ID_A, 
B,encrypt,ID_B,Password_A
B,hash,ID_B, 
B,encrypt,a^y,Password_A
B,hash,a^y, 
B,hash,K_AB, 
B,send,ID_A,Password_A
B,send,ID_B,Password_A
B,send,a^y,Password_A
B,send,K_AB, 
A,receive,ID_A,Password_A
A,receive,ID_B,Password_A
A,receive,a^y,Password_A
A,receive,K_AB, 
