,pp,ap,mp,kp
0,A,encrypt,ID_A,Pub_A
1,A,encrypt,a^x,Pub_A
2,A,new,N_A,
3,A,encrypt,N_A,Pub_A
4,A,new,N_A^',
5,A,send,ID_A,Pub_A
6,A,send,a^x,Pub_A
7,A,send,N_A,Pub_A
8,A,send,N_A^',
9,B,receive,ID_A,Pub_A
10,B,receive,a^x,Pub_A
11,B,receive,N_A,Pub_A
12,B,receive,N_A^',
13,B,encrypt,ID_B,Pub_B
14,B,encrypt,a^y,Pub_B
15,B,encrypt,N_A,Pub_B
16,B,new,N_B,
17,B,encrypt,N_B,Pub_B
18,B,new,N_B^',
19,B,send,ID_B,Pub_B
20,B,send,a^y,Pub_B
21,B,send,N_A,Pub_B
22,B,send,N_B,Pub_B
23,B,send,N_B^',
24,A,receive,ID_B,Pub_B
25,A,receive,a^y,Pub_B
26,A,receive,N_A,Pub_B
27,A,receive,N_B,Pub_B
28,A,receive,N_B^',
29,A,send,N_B,
30,B,receive,N_B,
