,pp,ap,mp,kp
0,A,new,N_A,
1,A,encrypt,N_A,Password_A
2,A,encrypt,a^x,Password_A
3,A,encrypt,ID_B,Password_A
4,A,send,N_A,Password_A
5,A,send,a^x,Password_A
6,A,send,ID_B,Password_A
7,B,receive,N_A,Password_A
8,B,receive,a^x,Password_A
9,B,receive,ID_B,Password_A
10,B,new,N_B^',
11,B,encrypt,N_B^',Password_B
12,B,encrypt,a^y,Password_B
13,B,encrypt,ID_A,Password_B
14,B,send,ID_A,
15,B,send,N_A,Password_A
16,B,send,a^x,Password_A
17,B,send,ID_B,Password_A
18,B,send,N_B^',Password_B
19,B,send,a^y,Password_B
20,B,send,ID_A,Password_B
21,S,receive,ID_A,
22,S,receive,N_A,Password_A
23,S,receive,a^x,Password_A
24,S,receive,ID_B,Password_A
25,S,receive,N_B^',Password_B
26,S,receive,a^y,Password_B
27,S,receive,ID_A,Password_B
28,S,new,N_S,
29,S,new,N_S^',
30,S,send,N_S,
31,S,send,b^x,
32,S,send,N_S^',
33,S,send,b^y,
34,B,receive,N_S,
35,B,receive,b^x,
36,B,receive,N_S^',
37,B,receive,b^y,
38,B,new,N_B,
39,B,send,N_S,
40,B,send,b^x,
41,B,send,N_B,K_AB
42,A,receive,N_S,
43,A,receive,b^x,
44,A,receive,N_B,K_AB
45,A,new,N_B+1,
46,A,encrypt,N_B+1,K_AB
47,A,send,N_B+1,K_AB
48,B,receive,N_B+1,K_AB
49,B,decrypt,N_B+1,K_AB
