,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,ID_A,
2,A,send,N_A,
3,B,receive,ID_A,
4,B,receive,N_A,
5,B,encrypt,ID_A,K_BS
6,B,encrypt,N_A,K_BS
7,B,new,N_B,
8,B,encrypt,N_B,K_BS
9,B,send,ID_B,
10,B,send,ID_A,K_BS
11,B,send,N_A,K_BS
12,B,send,N_B,K_BS
13,S,receive,ID_B,
14,S,receive,ID_A,K_BS
15,S,receive,N_A,K_BS
16,S,receive,N_B,K_BS
17,S,decrypt,ID_A,K_BS
18,S,decrypt,N_A,K_BS
19,S,decrypt,N_B,K_BS
20,S,encrypt,ID_B,K_AS
21,S,encrypt,K_AB,K_AS
22,S,encrypt,N_A,K_AS
23,S,encrypt,N_B,K_AS
24,S,encrypt,ID_A,K_BS
25,S,encrypt,K_AB,K_BS
26,S,send,ID_B,K_AS
27,S,send,K_AB,K_AS
28,S,send,N_A,K_AS
29,S,send,N_B,K_AS
30,S,send,ID_A,K_BS
31,S,send,K_AB,K_BS
32,S,send,ID_S,
33,A,receive,ID_B,K_AS
34,A,receive,K_AB,K_AS
35,A,receive,N_A,K_AS
36,A,receive,N_B,K_AS
37,A,receive,ID_A,K_BS
38,A,receive,K_AB,K_BS
39,A,receive,ID_S,
40,A,decrypt,ID_B,K_AS
41,A,decrypt,K_AB,K_AS
42,A,decrypt,N_A,K_AS
43,A,decrypt,N_B,K_AS
44,A,encrypt,ID_A,K_BS
45,A,encrypt,K_AB,K_BS
46,A,new,N_B,
47,A,send,ID_A,K_BS
48,A,send,K_AB,K_BS
49,A,send,N_B,
50,B,receive,ID_A,K_BS
51,B,receive,K_AB,K_BS
52,B,receive,N_B,
53,B,decrypt,ID_A,K_BS
54,B,decrypt,K_AB,K_BS
55,B,encrypt,N_B+1,K_AB
56,B,send,N_B+1,K_AB
57,A,receive,N_B+1,K_AB
58,A,decrypt,N_B+1,K_AB
