,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,ID_A,
2,A,send,a^x,
3,A,send,N_A,
4,B,receive,ID_A,
5,B,receive,a^x,
6,B,receive,N_A,
7,B,encrypt,ID_A,Password_A
8,B,encrypt,ID_B,Password_A
9,B,encrypt,a^y,Password_A
10,B,send,ID_A,Password_A
11,B,send,ID_B,Password_A
12,B,send,a^y,Password_A
13,A,receive,ID_A,Password_A
14,A,receive,ID_B,Password_A
15,A,receive,a^y,Password_A
16,A,hash,ID_A,
17,A,hash,ID_B,
18,A,hash,K_AB,
19,A,send,ID_A,
20,A,send,ID_B,
21,A,send,K_AB,
22,B,receive,ID_A,
23,B,receive,ID_B,
24,B,receive,K_AB,
25,B,hash,ID_A,
26,B,hash,K_AB,
27,B,send,ID_A,
28,B,send,K_AB,
29,A,receive,ID_A,
30,A,receive,K_AB,
