,pp,ap,mp,kp
0,A,encrypt,ID_A,K_AS
1,A,encrypt,ID_B,K_AS
2,A,new,N_A,
3,A,encrypt,N_A,K_AS
4,A,new,N_A^',
5,A,encrypt,N_A^',K_AS
6,A,send,ID_A,K_AS
7,A,send,ID_B,K_AS
8,A,send,N_A,K_AS
9,A,send,N_A^',K_AS
10,B,receive,ID_A,K_AS
11,B,receive,ID_B,K_AS
12,B,receive,N_A,K_AS
13,B,receive,N_A^',K_AS
14,B,encrypt,ID_A,K_AS
15,B,encrypt,ID_B,K_AS
16,B,encrypt,N_A,K_AS
17,B,encrypt,N_A^',K_AS
18,B,encrypt,ID_B,K_BS
19,B,encrypt,ID_A,K_BS
20,B,new,N_B,
21,B,encrypt,N_B,K_BS
22,B,new,N_B^',
23,B,encrypt,N_B^',K_BS
24,B,send,ID_A,K_AS
25,B,send,ID_B,K_AS
26,B,send,N_A,K_AS
27,B,send,N_A^',K_AS
28,B,send,ID_B,K_BS
29,B,send,ID_A,K_BS
30,B,send,N_B,K_BS
31,B,send,N_B^',K_BS
32,S,receive,ID_A,K_AS
33,S,receive,ID_B,K_AS
34,S,receive,N_A,K_AS
35,S,receive,N_A^',K_AS
36,S,receive,ID_B,K_BS
37,S,receive,ID_A,K_BS
38,S,receive,N_B,K_BS
39,S,receive,N_B^',K_BS
40,S,decrypt,ID_A,K_AS
41,S,decrypt,ID_B,K_AS
42,S,decrypt,N_A,K_AS
43,S,decrypt,N_A^',K_AS
44,S,decrypt,ID_B,K_BS
45,S,decrypt,ID_A,K_BS
46,S,decrypt,N_B,K_BS
47,S,decrypt,N_B^',K_BS
48,S,encrypt,N_A,K_AS
49,S,encrypt,K_AB,K_AS
50,S,encrypt,N_A^',K_AS
51,S,encrypt,N_B,K_AS
52,S,encrypt,K_AB,K_AS
53,S,encrypt,N_B^',K_AS
54,S,send,N_A,K_AS
55,S,send,K_AB,K_AS
56,S,send,N_A^',K_AS
57,S,send,N_B,K_AS
58,S,send,K_AB,K_AS
59,S,send,N_B^',K_AS
60,S,send,ID_S,
61,B,receive,N_A,K_AS
62,B,receive,K_AB,K_AS
63,B,receive,N_A^',K_AS
64,B,receive,N_B,K_AS
65,B,receive,K_AB,K_AS
66,B,receive,N_B^',K_AS
67,B,receive,ID_S,
68,B,encrypt,N_B,K_AS
69,B,encrypt,K_AB,K_AS
70,B,encrypt,N_B^',K_AS
71,B,encrypt,N_B^',K_AB
72,B,send,N_B,K_AS
73,B,send,K_AB,K_AS
74,B,send,N_B^',K_AS
75,B,send,N_B^',K_AB
76,A,receive,N_B,K_AS
77,A,receive,K_AB,K_AS
78,A,receive,N_B^',K_AS
79,A,receive,N_B^',K_AB
80,A,decrypt,N_B,K_AS
81,A,decrypt,K_AB,K_AS
82,A,decrypt,N_B^',K_AS
83,A,decrypt,N_B^',K_AB
84,A,encrypt,N_A^',K_AB
85,A,encrypt,N_B^'+1,K_AB
86,A,send,N_A^',K_AB
87,A,send,N_B^'+1,K_AB
88,B,receive,N_A^',K_AB
89,B,receive,N_B^'+1,K_AB
90,B,decrypt,N_A^',K_AB
91,B,decrypt,N_B^'+1,K_AB
92,B,encrypt,N_A^'+1,K_AB
93,B,send,N_A^'+1,K_AB
94,A,receive,N_A^'+1,K_AB
95,A,decrypt,N_A^'+1,K_AB
