,pp,ap,mp,kp
0,A,sign,ID_A,Pri_A
1,A,sign,ID_B,Pri_A
2,A,hash,a^x,
3,A,sign,a^x,Pri_A
4,A,new,N_A,
5,A,send,a^x,
6,A,send,ID_A,Pri_A
7,A,send,ID_B,Pri_A
8,A,send,a^x,Pri_A
9,A,send,N_A,
10,B,receive,a^x,
11,B,receive,ID_A,Pri_A
12,B,receive,ID_B,Pri_A
13,B,receive,a^x,Pri_A
14,B,receive,N_A,
15,B,verify,ID_A,Pub_A
16,B,verify,ID_B,Pub_A
17,B,verify,a^x,Pub_A
18,B,sign,ID_B,Pri_B
19,B,sign,ID_A,Pri_B
20,B,hash,a^y,
21,B,sign,a^y,Pri_B
22,B,encrypt,ID_B,K_AB
23,B,encrypt,a^x,K_AB
24,B,encrypt,a^y,K_AB
25,B,send,a^y,
26,B,send,ID_B,Pri_B
27,B,send,ID_A,Pri_B
28,B,send,a^y,Pri_B
29,B,send,ID_B,K_AB
30,B,send,a^x,K_AB
31,B,send,a^y,K_AB
32,A,receive,a^y,
33,A,receive,ID_B,Pri_B
34,A,receive,ID_A,Pri_B
35,A,receive,a^y,Pri_B
36,A,receive,ID_B,K_AB
37,A,receive,a^x,K_AB
38,A,receive,a^y,K_AB
39,A,verify,ID_B,Pub_B
40,A,verify,ID_A,Pub_B
41,A,verify,a^y,Pub_B
42,A,decrypt,ID_B,K_AB
43,A,decrypt,a^x,K_AB
44,A,decrypt,a^y,K_AB
