pp,ap,mp,kp
A,send,ID_A, 
A,send,ID_B, 
A,send,a^x, 
S,receive,ID_A, 
S,receive,ID_B, 
S,receive,a^x, 
S,encrypt,ID_A,K_AS
S,encrypt,ID_B,K_AS
S,encrypt,a^z,K_AS
S,encrypt,ID_A,K_BS
S,encrypt,ID_B,K_BS
S,encrypt,a^z,K_BS
S,send,ID_A,K_AS
S,send,ID_B,K_AS
S,send,a^z,K_AS
S,send,ID_A,K_BS
S,send,ID_B,K_BS
S,send,a^z,K_BS
S,send,a^x, 
B,receive,ID_A,K_AS
B,receive,ID_B,K_AS
B,receive,a^z,K_AS
B,receive,ID_A,K_BS
B,receive,ID_B,K_BS
B,receive,a^z,K_BS
B,receive,a^x, 
B,decrypt,ID_A,K_BS
B,decrypt,ID_B,K_BS
B,decrypt,a^z,K_BS
B,encrypt,ID_A,K_AS
B,encrypt,ID_B,K_AS
B,encrypt,a^z,K_AS
B,hash,a^x,hK_AB
B,send,ID_A,K_AS
B,send,ID_B,K_AS
B,send,a^z,K_AS
B,send,a^x,hK_AB
B,send,a^y, 
A,receive,ID_A,K_AS
A,receive,ID_B,K_AS
A,receive,a^z,K_AS
A,receive,a^x,hK_AB
A,receive,a^y, 
A,decrypt,ID_A,K_AS
A,decrypt,ID_B,K_AS
A,decrypt,a^z,K_AS
A,decrypt,a^x,hK_AB
A,hash,a^y,hK_AB
A,send,a^y,hK_AB
B,receive,a^y,hK_AB
B,decrypt,a^y,hK_AB
