pp,ap,mp,kp
A,hash,ID_A, 
A,hash,ID_B, 
A,hash,Password_A, 
A,send,ID_A, 
A,send,a^x, 
A,send,ID_A, 
A,send,ID_B, 
A,send,Password_A, 
B,receive,ID_A, 
B,receive,a^x, 
B,receive,ID_A, 
B,receive,ID_B, 
B,receive,Password_A, 
B,hash,K_AB, 
B,hash,a^x, 
B,hash,ID_A, 
B,hash,ID_B, 
B,hash,Password_A, 
B,send,a^y, 
B,send,K_AB, 
B,send,a^x, 
B,send,ID_A, 
B,send,ID_B, 
B,send,Password_A, 
A,receive,a^y, 
A,receive,K_AB, 
A,receive,a^x, 
A,receive,ID_A, 
A,receive,ID_B, 
A,receive,Password_A, 
A,hash,K_AB, 
A,hash,a^y, 
A,send,K_AB, 
A,send,a^y, 
B,receive,K_AB, 
B,receive,a^y, 
