,pp,ap,mp,kp
0,A,encrypt,P_N,K_AS
1,A,encrypt,ID_A,K_AS
2,A,encrypt,ID_B,K_AS
3,A,new,N_A,
4,A,send,ID_A,
5,A,send,ID_B,
6,A,send,P_N,
7,A,send,P_N,K_AS
8,A,send,ID_A,K_AS
9,A,send,ID_B,K_AS
10,A,send,N_A,
11,B,receive,ID_A,
12,B,receive,ID_B,
13,B,receive,P_N,
14,B,receive,P_N,K_AS
15,B,receive,ID_A,K_AS
16,B,receive,ID_B,K_AS
17,B,receive,N_A,
18,B,encrypt,P_N,K_AS
19,B,encrypt,ID_A,K_AS
20,B,encrypt,ID_B,K_AS
21,B,new,N_B,
22,B,encrypt,P_N,K_BS
23,B,encrypt,ID_A,K_BS
24,B,encrypt,ID_B,K_BS
25,B,send,ID_A,
26,B,send,ID_B,
27,B,send,P_N,
28,B,send,P_N,K_AS
29,B,send,ID_A,K_AS
30,B,send,ID_B,K_AS
31,B,send,N_B,
32,B,send,P_N,K_BS
33,B,send,ID_A,K_BS
34,B,send,ID_B,K_BS
35,S,receive,ID_A,
36,S,receive,ID_B,
37,S,receive,P_N,
38,S,receive,P_N,K_AS
39,S,receive,ID_A,K_AS
40,S,receive,ID_B,K_AS
41,S,receive,N_B,
42,S,receive,P_N,K_BS
43,S,receive,ID_A,K_BS
44,S,receive,ID_B,K_BS
45,S,decrypt,P_N,K_AS
46,S,decrypt,ID_A,K_AS
47,S,decrypt,ID_B,K_AS
48,S,decrypt,P_N,K_BS
49,S,decrypt,ID_A,K_BS
50,S,decrypt,ID_B,K_BS
51,S,encrypt,ID_B,K_AS
52,S,encrypt,P_N,K_AS
53,S,encrypt,K_AB,K_AS
54,S,encrypt,ID_A,K_BS
55,S,encrypt,N_B,K_BS
56,S,encrypt,K_AB,K_BS
57,S,send,P_N,
58,S,send,ID_B,K_AS
59,S,send,P_N,K_AS
60,S,send,K_AB,K_AS
61,S,send,ID_A,K_BS
62,S,send,N_B,K_BS
63,S,send,K_AB,K_BS
64,B,receive,P_N,
65,B,receive,ID_B,K_AS
66,B,receive,P_N,K_AS
67,B,receive,K_AB,K_AS
68,B,receive,ID_A,K_BS
69,B,receive,N_B,K_BS
70,B,receive,K_AB,K_BS
71,B,decrypt,ID_A,K_BS
72,B,decrypt,N_B,K_BS
73,B,decrypt,K_AB,K_BS
74,B,encrypt,ID_B,K_AS
75,B,encrypt,P_N,K_AS
76,B,encrypt,K_AB,K_AS
77,B,send,P_N,
78,B,send,ID_B,K_AS
79,B,send,P_N,K_AS
80,B,send,K_AB,K_AS
81,A,receive,P_N,
82,A,receive,ID_B,K_AS
83,A,receive,P_N,K_AS
84,A,receive,K_AB,K_AS
85,A,decrypt,ID_B,K_AS
86,A,decrypt,P_N,K_AS
87,A,decrypt,K_AB,K_AS
