,pp,ap,mp,kp
0,A,send,ID_A,
1,A,send,ID_B,
2,A,send,a^x,
3,B,receive,ID_A,
4,B,receive,ID_B,
5,B,receive,a^x,
6,B,encrypt,ID_A,K_AB
7,B,encrypt,a^y,K_AB
8,B,encrypt,a^x,K_AB
9,B,send,ID_B,
10,B,send,ID_A,
11,B,send,a^y,
12,B,send,ID_A,K_AB
13,B,send,a^y,K_AB
14,B,send,a^x,K_AB
15,A,receive,ID_B,
16,A,receive,ID_A,
17,A,receive,a^y,
18,A,receive,ID_A,K_AB
19,A,receive,a^y,K_AB
20,A,receive,a^x,K_AB
21,A,decrypt,ID_A,K_AB
22,A,decrypt,a^y,K_AB
23,A,decrypt,a^x,K_AB
24,A,encrypt,ID_B,K_AB
25,A,encrypt,a^x,K_AB
26,A,encrypt,a^y,K_AB
27,A,send,ID_A,
28,A,send,ID_B,
29,A,send,ID_B,K_AB
30,A,send,a^x,K_AB
31,A,send,a^y,K_AB
32,B,receive,ID_A,
33,B,receive,ID_B,
34,B,receive,ID_B,K_AB
35,B,receive,a^x,K_AB
36,B,receive,a^y,K_AB
37,B,decrypt,ID_B,K_AB
38,B,decrypt,a^x,K_AB
39,B,decrypt,a^y,K_AB
