,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,a^x,
2,A,send,N_A,
3,B,receive,a^x,
4,B,receive,N_A,
5,B,sign,ID_A,Pri_B
6,B,sign,a^y,Pri_B
7,B,sign,a^x,Pri_B
8,B,send,a^y,
9,B,send,ID_A,Pri_B
10,B,send,a^y,Pri_B
11,B,send,a^x,Pri_B
12,A,receive,a^y,
13,A,receive,ID_A,Pri_B
14,A,receive,a^y,Pri_B
15,A,receive,a^x,Pri_B
16,A,verify,ID_A,Pub_B
17,A,verify,a^y,Pub_B
18,A,verify,a^x,Pub_B
19,A,sign,ID_B,Pri_A
20,A,sign,a^x,Pri_A
21,A,sign,a^y,Pri_A
22,A,send,ID_B,Pri_A
23,A,send,a^x,Pri_A
24,A,send,a^y,Pri_A
25,B,receive,ID_B,Pri_A
26,B,receive,a^x,Pri_A
27,B,receive,a^y,Pri_A
28,B,verify,ID_B,Pub_A
29,B,verify,a^x,Pub_A
30,B,verify,a^y,Pub_A
